latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
10.150000000000002,76.45,1.613718365040682e+19,1.613718365040682e+19,1.613718365040682e+19
10.150000000000002,76.55000000000001,3.244491886918942e+18,3.244491886918942e+18,3.244491886918942e+18
10.150000000000002,76.65,1.5453465078084733e+19,1.5453465078084733e+19,1.5453465078084733e+19
10.150000000000002,76.75,1.694264089500748e+19,1.694264089500748e+19,1.694264089500748e+19
10.150000000000002,76.85,1.0352606217399951e+19,1.0352606217399951e+19,1.0352606217399951e+19
10.150000000000002,76.95,1.2176221927085773e+19,1.2176221927085773e+19,1.2176221927085773e+19
10.150000000000002,77.05000000000001,1.1075445407460678e+19,1.1075445407460678e+19,1.1075445407460678e+19
10.150000000000002,77.15,5.117356402951127e+18,5.117356402951127e+18,5.117356402951127e+18
10.150000000000002,77.25,7.78130820163064e+18,7.78130820163064e+18,7.78130820163064e+18
10.150000000000002,77.35,7.722711567839836e+18,7.722711567839836e+18,7.722711567839836e+18
10.150000000000002,77.45,7.922740368208228e+18,7.922740368208228e+18,7.922740368208228e+18
10.150000000000002,77.55000000000001,,,
10.150000000000002,77.65,,,
10.150000000000002,77.75,,,
10.150000000000002,77.85,,,
10.150000000000002,77.95,,,
10.150000000000002,78.05000000000001,,,
10.150000000000002,78.15,,,
10.150000000000002,78.25,,,
10.150000000000002,78.35000000000001,,,
10.150000000000002,78.45,,,
10.150000000000002,78.55000000000001,,,
10.150000000000002,78.65,,,
10.150000000000002,78.75,,,
10.150000000000002,78.85000000000001,,,
10.150000000000002,78.95,,,
10.150000000000002,79.05000000000001,,,
10.150000000000002,79.15,,,
10.150000000000002,79.25,,,
10.150000000000002,79.35000000000001,,,
10.150000000000002,79.45,,,
10.150000000000002,79.55000000000001,,,
10.150000000000002,79.65,,,
10.150000000000002,79.75,,,
10.150000000000002,79.85000000000001,,,
10.150000000000002,79.95,,,
10.150000000000002,80.05000000000001,,,
10.150000000000002,80.15,,,
10.150000000000002,80.25,,,
10.150000000000002,80.35000000000001,,,
10.150000000000002,80.45,,,
10.150000000000002,80.55000000000001,,,
10.150000000000002,80.65,,,
10.150000000000002,80.75,,,
10.150000000000002,80.85000000000001,,,
10.150000000000002,80.95,,,
10.150000000000002,81.05000000000001,,,
10.150000000000002,81.15,,,
10.150000000000002,81.25,,,
10.150000000000002,81.35000000000001,,,
10.150000000000002,81.45,,,
10.150000000000002,81.55000000000001,,,
10.150000000000002,81.65,,,
10.150000000000002,81.75,,,
10.150000000000002,81.85000000000001,,,
10.150000000000002,81.95,,,
10.150000000000002,82.05000000000001,,,
10.150000000000002,82.15,,,
10.150000000000002,82.25,,,
10.150000000000002,82.35000000000001,,,
10.150000000000002,82.45,,,
10.150000000000002,82.55000000000001,,,
10.150000000000002,82.65,,,
10.150000000000002,82.75,,,
10.150000000000002,82.85000000000001,,,
10.150000000000002,82.95,,,
10.150000000000002,83.05000000000001,,,
10.150000000000002,83.15,,,
10.150000000000002,83.25,,,
10.150000000000002,83.35000000000001,,,
10.150000000000002,83.45,,,
10.150000000000002,83.55000000000001,,,
10.150000000000002,83.65,,,
10.150000000000002,83.75,,,
10.150000000000002,83.85000000000001,,,
10.150000000000002,83.95,,,
10.150000000000002,84.05000000000001,,,
10.150000000000002,84.15,,,
10.150000000000002,84.25,,,
10.150000000000002,84.35000000000001,,,
10.150000000000002,84.45,,,
10.150000000000002,84.55000000000001,,,
10.150000000000002,84.65,,,
10.150000000000002,84.75,,,
10.150000000000002,84.85000000000001,,,
10.150000000000002,84.95,,,
10.150000000000002,85.05000000000001,,,
10.150000000000002,85.15,,,
10.150000000000002,85.25,,,
10.150000000000002,85.35000000000001,,,
10.150000000000002,85.45,,,
10.150000000000002,85.55000000000001,,,
10.150000000000002,85.65,,,
10.150000000000002,85.75,,,
10.150000000000002,85.85000000000001,,,
10.150000000000002,85.95,,,
10.150000000000002,86.05000000000001,,,
10.150000000000002,86.15,,,
10.150000000000002,86.25,,,
10.150000000000002,86.35000000000001,,,
10.150000000000002,86.45,,,
10.150000000000002,86.55000000000001,,,
10.150000000000002,86.65,,,
10.150000000000002,86.75,,,
10.150000000000002,86.85000000000001,,,
10.150000000000002,86.95,,,
10.150000000000002,87.05000000000001,,,
10.150000000000002,87.15,,,
10.150000000000002,87.25,,,
10.150000000000002,87.35000000000001,,,
10.150000000000002,87.45,,,
10.150000000000002,87.55000000000001,,,
10.150000000000002,87.65,,,
10.150000000000002,87.75,,,
10.150000000000002,87.85000000000001,,,
10.150000000000002,87.95,,,
10.150000000000002,88.05000000000001,,,
10.150000000000002,88.15,,,
10.150000000000002,88.25,,,
10.150000000000002,88.35000000000001,,,
10.150000000000002,88.45,,,
10.150000000000002,88.55000000000001,,,
10.150000000000002,88.65,,,
10.150000000000002,88.75,,,
10.150000000000002,88.85000000000001,,,
10.150000000000002,88.95,,,
10.150000000000002,89.05000000000001,,,
10.150000000000002,89.15,,,
10.150000000000002,89.25,,,
10.150000000000002,89.35000000000001,,,
10.150000000000002,89.45,,,
10.150000000000002,89.55000000000001,,,
10.150000000000002,89.65,,,
10.150000000000002,89.75,,,
10.150000000000002,89.85000000000001,,,
10.150000000000002,89.95,,,
10.150000000000002,90.05000000000001,,,
10.150000000000002,90.15,,,
10.150000000000002,90.25,,,
10.150000000000002,90.35000000000001,,,
10.150000000000002,90.45,,,
10.150000000000002,90.55000000000001,,,
10.150000000000002,90.65,,,
10.150000000000002,90.75,,,
10.150000000000002,90.85000000000001,,,
10.150000000000002,90.95,,,
10.150000000000002,91.05000000000001,,,
10.150000000000002,91.15,,,
10.150000000000002,91.25,,,
10.150000000000002,91.35000000000001,,,
10.150000000000002,91.45,,,
10.150000000000002,91.55000000000001,,,
10.150000000000002,91.65,,,
10.150000000000002,91.75,,,
10.150000000000002,91.85000000000001,,,
10.150000000000002,91.95,,,
10.150000000000002,92.05000000000001,,,
10.150000000000002,92.15,,,
10.150000000000002,92.25,,,
10.150000000000002,92.35000000000001,,,
10.150000000000002,92.45,,,
10.150000000000002,92.55000000000001,,,
10.150000000000002,92.65,,,
10.150000000000002,92.75,,,
10.150000000000002,92.85000000000001,,,
10.150000000000002,92.95,,,
10.150000000000002,93.05000000000001,,,
10.150000000000002,93.15,,,
10.150000000000002,93.25,,,
10.150000000000002,93.35000000000001,,,
10.150000000000002,93.45,,,
10.150000000000002,93.55000000000001,,,
10.150000000000002,93.65,,,
10.150000000000002,93.75,,,
10.150000000000002,93.85000000000001,,,
10.150000000000002,93.95,,,
10.150000000000002,94.05000000000001,,,
10.150000000000002,94.15,,,
10.150000000000002,94.25,,,
10.150000000000002,94.35000000000001,,,
10.150000000000002,94.45,,,
10.150000000000002,94.55000000000001,,,
10.150000000000002,94.65,,,
10.150000000000002,94.75,,,
10.150000000000002,94.85000000000001,,,
10.150000000000002,94.95,,,
10.150000000000002,95.05000000000001,,,
10.150000000000002,95.15,,,
10.150000000000002,95.25,,,
10.150000000000002,95.35000000000001,,,
10.150000000000002,95.45,,,
10.150000000000002,95.55000000000001,,,
10.150000000000002,95.65,,,
10.150000000000002,95.75,,,
10.150000000000002,95.85000000000001,,,
10.150000000000002,95.95,,,
10.150000000000002,96.05000000000001,,,
10.150000000000002,96.15,,,
10.150000000000002,96.25,,,
10.150000000000002,96.35000000000001,,,
10.150000000000002,96.45,,,
10.150000000000002,96.55000000000001,,,
10.150000000000002,96.65,,,
10.150000000000002,96.75,,,
10.150000000000002,96.85000000000001,,,
10.150000000000002,96.95,,,
10.150000000000002,97.05000000000001,,,
10.25,68.75,1.4994345812393075e+18,1.4994345812393075e+18,1.4994345812393075e+18
10.25,68.85,3.0048912546157317e+18,3.0048912546157317e+18,3.0048912546157317e+18
10.25,68.95,3.644215578525897e+17,3.644215578525897e+17,3.644215578525897e+17
10.25,69.05000000000001,4.970431974297239e+18,4.970431974297239e+18,4.970431974297239e+18
10.25,69.15,2.4501590406524334e+18,2.4501590406524334e+18,2.4501590406524334e+18
10.25,69.25,2.35341241310336e+18,2.35341241310336e+18,2.35341241310336e+18
10.25,69.35,9.978452460293215e+17,9.978452460293215e+17,9.978452460293215e+17
10.25,69.45,2.4071591863246546e+18,2.4071591863246546e+18,2.4071591863246546e+18
10.25,69.55000000000001,3.2884850869582495e+18,3.2884850869582495e+18,3.2884850869582495e+18
10.25,69.65,7.209728876081461e+18,7.209728876081461e+18,7.209728876081461e+18
10.25,69.75,6.68876635211259e+18,6.68876635211259e+18,6.68876635211259e+18
10.25,69.85,2.952063031685184e+18,2.952063031685184e+18,2.952063031685184e+18
10.25,69.95,4.305945243499065e+18,4.305945243499065e+18,4.305945243499065e+18
10.25,70.05000000000001,1.6249696712748296e+18,1.6249696712748296e+18,1.6249696712748296e+18
10.25,70.15,3.2012621015959634e+18,3.2012621015959634e+18,3.2012621015959634e+18
10.25,70.25,2.9781500843444495e+18,2.9781500843444495e+18,2.9781500843444495e+18
10.25,70.35,1.549443462574373e+18,1.549443462574373e+18,1.549443462574373e+18
10.25,70.45,2.2036161956704586e+18,2.2036161956704586e+18,2.2036161956704586e+18
10.25,70.55000000000001,3.855313308526019e+18,3.855313308526019e+18,3.855313308526019e+18
10.25,70.65,1.6612609722601958e+18,1.6612609722601958e+18,1.6612609722601958e+18
10.25,70.75,4.71744730198948e+18,4.71744730198948e+18,4.71744730198948e+18
10.25,70.85,1.707866537848418e+18,1.707866537848418e+18,1.707866537848418e+18
10.25,70.95,1.5523063976376008e+18,1.5523063976376008e+18,1.5523063976376008e+18
10.25,71.05000000000001,3.9708100161734825e+18,3.9708100161734825e+18,3.9708100161734825e+18
10.25,71.15,1.6083102647539325e+18,1.6083102647539325e+18,1.6083102647539325e+18
10.25,71.25,-7.561942771253952e+16,-7.561942771253952e+16,-7.561942771253952e+16
10.25,71.35,3.094051835788753e+18,3.094051835788753e+18,3.094051835788753e+18
10.25,71.45,-2.069375824158585e+18,-2.069375824158585e+18,-2.069375824158585e+18
10.25,71.55000000000001,-3.6701119678362547e+18,-3.6701119678362547e+18,-3.6701119678362547e+18
10.25,71.65,1.0883521033640957e+18,1.0883521033640957e+18,1.0883521033640957e+18
10.25,71.75,-4.193328990308094e+18,-4.193328990308094e+18,-4.193328990308094e+18
10.25,71.85,1.7120322620824558e+18,1.7120322620824558e+18,1.7120322620824558e+18
10.25,71.95,-8.64103079375204e+17,-8.64103079375204e+17,-8.64103079375204e+17
10.25,72.05000000000001,-2.8954876070666957e+18,-2.8954876070666957e+18,-2.8954876070666957e+18
10.25,72.15,-2.111499682574503e+18,-2.111499682574503e+18,-2.111499682574503e+18
10.25,72.25,2.9108982173435576e+18,2.9108982173435576e+18,2.9108982173435576e+18
10.25,72.35,1.5757346598288627e+18,1.5757346598288627e+18,1.5757346598288627e+18
10.25,72.45,1.220057570130754e+18,1.220057570130754e+18,1.220057570130754e+18
10.25,72.55000000000001,1.2748555946089032e+18,1.2748555946089032e+18,1.2748555946089032e+18
10.25,72.65,8.418130768939683e+17,8.418130768939683e+17,8.418130768939683e+17
10.25,72.75,-1.9189161207407994e+17,-1.9189161207407994e+17,-1.9189161207407994e+17
10.25,72.85,-1.9769106713569042e+18,-1.9769106713569042e+18,-1.9769106713569042e+18
10.25,72.95,-2.4953155389060336e+17,-2.4953155389060336e+17,-2.4953155389060336e+17
10.25,73.05000000000001,7.674102290086435e+17,7.674102290086435e+17,7.674102290086435e+17
10.25,73.15,-2.573875880487873e+17,-2.573875880487873e+17,-2.573875880487873e+17
10.25,73.25,-5.553643533800874e+18,-5.553643533800874e+18,-5.553643533800874e+18
10.25,73.35,-3.0771676397704986e+18,-3.0771676397704986e+18,-3.0771676397704986e+18
10.25,73.45,3.229530766491344e+16,3.229530766491344e+16,3.229530766491344e+16
10.25,73.55000000000001,6.54830784892976e+17,6.54830784892976e+17,6.54830784892976e+17
10.25,73.65,-3.3822735769947443e+18,-3.3822735769947443e+18,-3.3822735769947443e+18
10.25,73.75,-3.302735644104694e+18,-3.302735644104694e+18,-3.302735644104694e+18
10.25,73.85,-1.8952317443347162e+18,-1.8952317443347162e+18,-1.8952317443347162e+18
10.25,73.95,2.0080909889214968e+18,2.0080909889214968e+18,2.0080909889214968e+18
10.25,74.05000000000001,1.8480347254876826e+18,1.8480347254876826e+18,1.8480347254876826e+18
10.25,74.15,3.691343369893129e+18,3.691343369893129e+18,3.691343369893129e+18
10.25,74.25,2.9492896854531983e+18,2.9492896854531983e+18,2.9492896854531983e+18
10.25,74.35,1.991567079959055e+18,1.991567079959055e+18,1.991567079959055e+18
10.25,74.45,2.7320117896856955e+18,2.7320117896856955e+18,2.7320117896856955e+18
10.25,74.55000000000001,3.7260058931727913e+18,3.7260058931727913e+18,3.7260058931727913e+18
10.25,74.65,3.6915062102614574e+18,3.6915062102614574e+18,3.6915062102614574e+18
10.25,74.75,4.636456379241082e+18,4.636456379241082e+18,4.636456379241082e+18
10.25,74.85,5.973407342112362e+18,5.973407342112362e+18,5.973407342112362e+18
10.25,74.95,4.2607041325819735e+18,4.2607041325819735e+18,4.2607041325819735e+18
10.25,75.05000000000001,7.20669057640694e+17,7.20669057640694e+17,7.20669057640694e+17
10.25,75.15,2.9936922154134564e+18,2.9936922154134564e+18,2.9936922154134564e+18
10.25,75.25,3.7571228634451036e+18,3.7571228634451036e+18,3.7571228634451036e+18
10.25,75.35,2.035572044413461e+18,2.035572044413461e+18,2.035572044413461e+18
10.25,75.45,2.3025789266599058e+18,2.3025789266599058e+18,2.3025789266599058e+18
10.25,75.55000000000001,3.2019456741445197e+18,3.2019456741445197e+18,3.2019456741445197e+18
10.25,75.65,2.8653091678309847e+18,2.8653091678309847e+18,2.8653091678309847e+18
10.25,75.75,5.659730991317756e+18,5.659730991317756e+18,5.659730991317756e+18
10.25,75.85,6.90452289257794e+18,6.90452289257794e+18,6.90452289257794e+18
10.25,75.95,7.088091750752489e+18,7.088091750752489e+18,7.088091750752489e+18
10.25,76.05000000000001,7.577595169039611e+18,7.577595169039611e+18,7.577595169039611e+18
10.25,76.15,4.1523892531420677e+18,4.1523892531420677e+18,4.1523892531420677e+18
10.25,76.25,5.206147953027013e+18,5.206147953027013e+18,5.206147953027013e+18
10.25,76.35,1.0204803413918378e+19,1.0204803413918378e+19,1.0204803413918378e+19
10.25,76.45,1.598949170728543e+19,1.598949170728543e+19,1.598949170728543e+19
10.25,76.55000000000001,2.0313676373823795e+19,2.0313676373823795e+19,2.0313676373823795e+19
10.25,76.65,1.2544384339582855e+19,1.2544384339582855e+19,1.2544384339582855e+19
10.25,76.75,1.7058591637609028e+19,1.7058591637609028e+19,1.7058591637609028e+19
10.25,76.85,1.583705873699238e+19,1.583705873699238e+19,1.583705873699238e+19
10.25,76.95,1.1595628106508104e+19,1.1595628106508104e+19,1.1595628106508104e+19
10.25,77.05000000000001,7.663225049113097e+18,7.663225049113097e+18,7.663225049113097e+18
10.25,77.15,9.598897082479395e+18,9.598897082479395e+18,9.598897082479395e+18
10.25,77.25,1.2661314225557062e+19,1.2661314225557062e+19,1.2661314225557062e+19
10.25,77.35,9.38164470767476e+18,9.38164470767476e+18,9.38164470767476e+18
10.25,77.45,1.4221421803536916e+19,1.4221421803536916e+19,1.4221421803536916e+19
10.25,77.55000000000001,,,
10.25,77.65,,,
10.25,77.75,,,
10.25,77.85,,,
10.25,77.95,,,
10.25,78.05000000000001,,,
10.25,78.15,,,
10.25,78.25,,,
10.25,78.35000000000001,,,
10.25,78.45,,,
10.25,78.55000000000001,,,
10.25,78.65,,,
10.25,78.75,,,
10.25,78.85000000000001,,,
10.25,78.95,,,
10.25,79.05000000000001,,,
10.25,79.15,,,
10.25,79.25,,,
10.25,79.35000000000001,,,
10.25,79.45,,,
10.25,79.55000000000001,,,
10.25,79.65,,,
10.25,79.75,,,
10.25,79.85000000000001,,,
10.25,79.95,,,
10.25,80.05000000000001,,,
10.25,80.15,,,
10.25,80.25,,,
10.25,80.35000000000001,,,
10.25,80.45,,,
10.25,80.55000000000001,,,
10.25,80.65,,,
10.25,80.75,,,
10.25,80.85000000000001,,,
10.25,80.95,,,
10.25,81.05000000000001,,,
10.25,81.15,,,
10.25,81.25,,,
10.25,81.35000000000001,,,
10.25,81.45,,,
10.25,81.55000000000001,,,
10.25,81.65,,,
10.25,81.75,,,
10.25,81.85000000000001,,,
10.25,81.95,,,
10.25,82.05000000000001,,,
10.25,82.15,,,
10.25,82.25,,,
10.25,82.35000000000001,,,
10.25,82.45,,,
10.25,82.55000000000001,,,
10.25,82.65,,,
10.25,82.75,,,
10.25,82.85000000000001,,,
10.25,82.95,,,
10.25,83.05000000000001,,,
10.25,83.15,,,
10.25,83.25,,,
10.25,83.35000000000001,,,
10.25,83.45,,,
10.25,83.55000000000001,,,
10.25,83.65,,,
10.25,83.75,,,
10.25,83.85000000000001,,,
10.25,83.95,,,
10.25,84.05000000000001,,,
10.25,84.15,,,
10.25,84.25,,,
10.25,84.35000000000001,,,
10.25,84.45,,,
10.25,84.55000000000001,,,
10.25,84.65,,,
10.25,84.75,,,
10.25,84.85000000000001,,,
10.25,84.95,,,
10.25,85.05000000000001,,,
10.25,85.15,,,
10.25,85.25,,,
10.25,85.35000000000001,,,
10.25,85.45,,,
10.25,85.55000000000001,,,
10.25,85.65,,,
10.25,85.75,,,
10.25,85.85000000000001,,,
10.25,85.95,,,
10.25,86.05000000000001,,,
10.25,86.15,,,
10.25,86.25,,,
10.25,86.35000000000001,,,
10.25,86.45,,,
10.25,86.55000000000001,,,
10.25,86.65,,,
10.25,86.75,,,
10.25,86.85000000000001,,,
10.25,86.95,,,
10.25,87.05000000000001,,,
10.25,87.15,,,
10.25,87.25,,,
10.25,87.35000000000001,,,
10.25,87.45,,,
10.25,87.55000000000001,,,
10.25,87.65,,,
10.25,87.75,,,
10.25,87.85000000000001,,,
10.25,87.95,,,
10.25,88.05000000000001,,,
10.25,88.15,,,
10.25,88.25,,,
10.25,88.35000000000001,,,
10.25,88.45,,,
10.25,88.55000000000001,,,
10.25,88.65,,,
10.25,88.75,,,
10.25,88.85000000000001,,,
10.25,88.95,,,
10.25,89.05000000000001,,,
10.25,89.15,,,
10.25,89.25,,,
10.25,89.35000000000001,,,
10.25,89.45,,,
10.25,89.55000000000001,,,
10.25,89.65,,,
10.25,89.75,,,
10.25,89.85000000000001,,,
10.25,89.95,,,
10.25,90.05000000000001,,,
10.25,90.15,,,
10.25,90.25,,,
10.25,90.35000000000001,,,
10.25,90.45,,,
10.25,90.55000000000001,,,
10.25,90.65,,,
10.25,90.75,,,
10.25,90.85000000000001,,,
10.25,90.95,,,
10.25,91.05000000000001,,,
10.25,91.15,,,
10.25,91.25,,,
10.25,91.35000000000001,,,
10.25,91.45,,,
10.25,91.55000000000001,,,
10.25,91.65,,,
10.25,91.75,,,
10.25,91.85000000000001,,,
10.25,91.95,,,
10.25,92.05000000000001,,,
10.25,92.15,,,
10.25,92.25,,,
10.25,92.35000000000001,,,
10.25,92.45,,,
10.25,92.55000000000001,,,
10.25,92.65,,,
10.25,92.75,,,
10.25,92.85000000000001,,,
10.25,92.95,,,
10.25,93.05000000000001,,,
10.25,93.15,,,
10.25,93.25,,,
10.25,93.35000000000001,,,
10.25,93.45,,,
10.25,93.55000000000001,,,
10.25,93.65,,,
10.25,93.75,,,
10.25,93.85000000000001,,,
10.25,93.95,,,
10.25,94.05000000000001,,,
10.25,94.15,,,
10.25,94.25,,,
10.25,94.35000000000001,,,
10.25,94.45,,,
10.25,94.55000000000001,,,
10.25,94.65,,,
10.25,94.75,,,
10.25,94.85000000000001,,,
10.25,94.95,,,
10.25,95.05000000000001,,,
10.25,95.15,,,
10.25,95.25,,,
10.25,95.35000000000001,,,
10.25,95.45,,,
10.25,95.55000000000001,,,
10.25,95.65,,,
10.25,95.75,,,
10.25,95.85000000000001,,,
10.25,95.95,,,
10.25,96.05000000000001,,,
10.25,96.15,,,
10.25,96.25,,,
10.25,96.35000000000001,,,
10.25,96.45,,,
10.25,96.55000000000001,,,
10.25,96.65,,,
10.25,96.75,,,
10.25,96.85000000000001,,,
10.25,96.95,,,
10.25,97.05000000000001,,,
10.350000000000001,68.75,1.5719383273488822e+18,1.5719383273488822e+18,1.5719383273488822e+18
10.350000000000001,68.85,1.5127288676187715e+18,1.5127288676187715e+18,1.5127288676187715e+18
10.350000000000001,68.95,8.026339686657475e+17,8.026339686657475e+17,8.026339686657475e+17
10.350000000000001,69.05000000000001,8.025477384088582e+17,8.025477384088582e+17,8.025477384088582e+17
10.350000000000001,69.15,1.3199945427365548e+18,1.3199945427365548e+18,1.3199945427365548e+18
10.350000000000001,69.25,1.9953448043737523e+18,1.9953448043737523e+18,1.9953448043737523e+18
10.350000000000001,69.35,5.090925661824678e+17,5.090925661824678e+17,5.090925661824678e+17
10.350000000000001,69.45,1.4895094915231252e+18,1.4895094915231252e+18,1.4895094915231252e+18
10.350000000000001,69.55000000000001,-1.9329704110047186e+18,-1.9329704110047186e+18,-1.9329704110047186e+18
10.350000000000001,69.65,2.0027375320916687e+18,2.0027375320916687e+18,2.0027375320916687e+18
10.350000000000001,69.75,3.8584776874493036e+18,3.8584776874493036e+18,3.8584776874493036e+18
10.350000000000001,69.85,3.483968407501003e+18,3.483968407501003e+18,3.483968407501003e+18
10.350000000000001,69.95,5.76030736464124e+18,5.76030736464124e+18,5.76030736464124e+18
10.350000000000001,70.05000000000001,2.1751924380446523e+18,2.1751924380446523e+18,2.1751924380446523e+18
10.350000000000001,70.15,3.0262632511870653e+18,3.0262632511870653e+18,3.0262632511870653e+18
10.350000000000001,70.25,2.3382183725324703e+18,2.3382183725324703e+18,2.3382183725324703e+18
10.350000000000001,70.35,1.315487945696513e+18,1.315487945696513e+18,1.315487945696513e+18
10.350000000000001,70.45,2.1847597672337075e+18,2.1847597672337075e+18,2.1847597672337075e+18
10.350000000000001,70.55000000000001,3.9901923135107763e+18,3.9901923135107763e+18,3.9901923135107763e+18
10.350000000000001,70.65,1.7358143216642373e+18,1.7358143216642373e+18,1.7358143216642373e+18
10.350000000000001,70.75,1.4575635206450596e+18,1.4575635206450596e+18,1.4575635206450596e+18
10.350000000000001,70.85,3.673483733559022e+17,3.673483733559022e+17,3.673483733559022e+17
10.350000000000001,70.95,2.70875980405537e+18,2.70875980405537e+18,2.70875980405537e+18
10.350000000000001,71.05000000000001,2.502524596398732e+18,2.502524596398732e+18,2.502524596398732e+18
10.350000000000001,71.15,1.8241665486607247e+18,1.8241665486607247e+18,1.8241665486607247e+18
10.350000000000001,71.25,1.8712995491684754e+18,1.8712995491684754e+18,1.8712995491684754e+18
10.350000000000001,71.35,8.604694755545467e+17,8.604694755545467e+17,8.604694755545467e+17
10.350000000000001,71.45,-2.0531262871176026e+18,-2.0531262871176026e+18,-2.0531262871176026e+18
10.350000000000001,71.55000000000001,-2.0045813639284813e+17,-2.0045813639284813e+17,-2.0045813639284813e+17
10.350000000000001,71.65,-2.5854647637378954e+18,-2.5854647637378954e+18,-2.5854647637378954e+18
10.350000000000001,71.75,-3.7419238221755424e+17,-3.7419238221755424e+17,-3.7419238221755424e+17
10.350000000000001,71.85,-1.268801751458737e+18,-1.268801751458737e+18,-1.268801751458737e+18
10.350000000000001,71.95,-2.1013923845313838e+18,-2.1013923845313838e+18,-2.1013923845313838e+18
10.350000000000001,72.05000000000001,-3.914169837529348e+18,-3.914169837529348e+18,-3.914169837529348e+18
10.350000000000001,72.15,-3.222170656916647e+18,-3.222170656916647e+18,-3.222170656916647e+18
10.350000000000001,72.25,-9.74854798163876e+17,-9.74854798163876e+17,-9.74854798163876e+17
10.350000000000001,72.35,1.7833918230501523e+17,1.7833918230501523e+17,1.7833918230501523e+17
10.350000000000001,72.45,3.592109725932243e+17,3.592109725932243e+17,3.592109725932243e+17
10.350000000000001,72.55000000000001,3.935034052069962e+17,3.935034052069962e+17,3.935034052069962e+17
10.350000000000001,72.65,3.024677406322027e+17,3.024677406322027e+17,3.024677406322027e+17
10.350000000000001,72.75,-4.632074068451595e+18,-4.632074068451595e+18,-4.632074068451595e+18
10.350000000000001,72.85,-2.6400897917062543e+18,-2.6400897917062543e+18,-2.6400897917062543e+18
10.350000000000001,72.95,-5.1160340756741485e+17,-5.1160340756741485e+17,-5.1160340756741485e+17
10.350000000000001,73.05000000000001,1.8401844729753866e+18,1.8401844729753866e+18,1.8401844729753866e+18
10.350000000000001,73.15,2.3458625323153725e+18,2.3458625323153725e+18,2.3458625323153725e+18
10.350000000000001,73.25,-1.6804209924599296e+18,-1.6804209924599296e+18,-1.6804209924599296e+18
10.350000000000001,73.35,-1.7445352729440653e+17,-1.7445352729440653e+17,-1.7445352729440653e+17
10.350000000000001,73.45,-2.849019166788779e+18,-2.849019166788779e+18,-2.849019166788779e+18
10.350000000000001,73.55000000000001,-1.0537436585467382e+18,-1.0537436585467382e+18,-1.0537436585467382e+18
10.350000000000001,73.65,-7.403771968088904e+17,-7.403771968088904e+17,-7.403771968088904e+17
10.350000000000001,73.75,-7.298591693096746e+17,-7.298591693096746e+17,-7.298591693096746e+17
10.350000000000001,73.85,1.2434143751667016e+18,1.2434143751667016e+18,1.2434143751667016e+18
10.350000000000001,73.95,-6.587547693461181e+17,-6.587547693461181e+17,-6.587547693461181e+17
10.350000000000001,74.05000000000001,2.5306601967572946e+18,2.5306601967572946e+18,2.5306601967572946e+18
10.350000000000001,74.15,2.1076715890396155e+18,2.1076715890396155e+18,2.1076715890396155e+18
10.350000000000001,74.25,2.045515653525859e+18,2.045515653525859e+18,2.045515653525859e+18
10.350000000000001,74.35,2.387192508736458e+18,2.387192508736458e+18,2.387192508736458e+18
10.350000000000001,74.45,1.2448579451900805e+18,1.2448579451900805e+18,1.2448579451900805e+18
10.350000000000001,74.55000000000001,2.2925473211769244e+18,2.2925473211769244e+18,2.2925473211769244e+18
10.350000000000001,74.65,3.3631440999526845e+18,3.3631440999526845e+18,3.3631440999526845e+18
10.350000000000001,74.75,3.606033766904815e+18,3.606033766904815e+18,3.606033766904815e+18
10.350000000000001,74.85,3.6922959788672783e+18,3.6922959788672783e+18,3.6922959788672783e+18
10.350000000000001,74.95,3.285177081247885e+18,3.285177081247885e+18,3.285177081247885e+18
10.350000000000001,75.05000000000001,3.6637724862090993e+18,3.6637724862090993e+18,3.6637724862090993e+18
10.350000000000001,75.15,4.593689951252745e+18,4.593689951252745e+18,4.593689951252745e+18
10.350000000000001,75.25,2.9096630716075146e+18,2.9096630716075146e+18,2.9096630716075146e+18
10.350000000000001,75.35,4.2400119793442836e+18,4.2400119793442836e+18,4.2400119793442836e+18
10.350000000000001,75.45,4.820996228984521e+18,4.820996228984521e+18,4.820996228984521e+18
10.350000000000001,75.55000000000001,3.954894939122375e+18,3.954894939122375e+18,3.954894939122375e+18
10.350000000000001,75.65,4.4227914280563005e+18,4.4227914280563005e+18,4.4227914280563005e+18
10.350000000000001,75.75,7.629500631374479e+18,7.629500631374479e+18,7.629500631374479e+18
10.350000000000001,75.85,7.92441876277074e+18,7.92441876277074e+18,7.92441876277074e+18
10.350000000000001,75.95,8.4159409646878e+18,8.4159409646878e+18,8.4159409646878e+18
10.350000000000001,76.05000000000001,1.1590331957202158e+19,1.1590331957202158e+19,1.1590331957202158e+19
10.350000000000001,76.15,1.2761437796538477e+19,1.2761437796538477e+19,1.2761437796538477e+19
10.350000000000001,76.25,1.2852181158617645e+19,1.2852181158617645e+19,1.2852181158617645e+19
10.350000000000001,76.35,1.5080164177786843e+19,1.5080164177786843e+19,1.5080164177786843e+19
10.350000000000001,76.45,1.4863640434190965e+19,1.4863640434190965e+19,1.4863640434190965e+19
10.350000000000001,76.55000000000001,1.680154075928649e+19,1.680154075928649e+19,1.680154075928649e+19
