,statename,distname,min_tropospheric_NO2_column_number_density,mean_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
334,Maharashtra,Nashik,6.006209e+18,1.4759945e+19,3.3454165e+19
335,Maharashtra,Osmanabad,5.416828e+18,1.2653822e+19,2.464255e+19
336,Maharashtra,Sindhudurg,2.5250048e+18,9.0039645e+18,1.82973e+19
337,Maharashtra,Kolhapur,2.7622016e+18,1.3444574e+19,3.0185207e+19
338,Maharashtra,Chandrapur,7.798744e+18,2.4238092e+19,1.5138912e+20
339,Maharashtra,Akola,4.7935244e+18,1.1959343e+19,2.2878057e+19
340,Maharashtra,Parbhani,3.2896552e+18,1.227588e+19,4.0185083e+19
341,Maharashtra,Yavatmal,4.559556e+18,1.5266122e+19,1.1131705e+20
342,Maharashtra,Nanded,7.057654e+18,1.3648833e+19,3.1469892e+19
343,Maharashtra,Dhule,5.527074e+18,1.3752134e+19,1.912157e+19
344,Maharashtra,Satara,4.4186646e+18,1.4316169e+19,2.477882e+19
345,Maharashtra,Sangli,3.5623589e+18,1.5331262e+19,2.5155898e+19
346,Maharashtra,Hingoli,3.8844108e+18,1.2375983e+19,2.3682317e+19
347,Maharashtra,Pune,6.736367e+18,2.0803297e+19,7.298689e+19
348,Maharashtra,Gondiya,4.668566e+18,1.5464985e+19,1.1082655e+20
349,Maharashtra,Amravati,4.4073767e+18,1.1376869e+19,4.997101e+19
350,Maharashtra,Nandurbar,7.5389686e+18,1.4529854e+19,8.564915e+19
351,Maharashtra,Ratnagiri,2.7441163e+18,1.3168059e+19,5.037937e+19
352,Maharashtra,Wardha,5.8772673e+18,1.7635052e+19,5.7382606e+19
353,Maharashtra,Aurangabad,6.433723e+18,1.5885741e+19,6.9253888e+19
354,Maharashtra,Buldana,5.842989e+18,1.1754456e+19,3.6379963e+19
355,Maharashtra,Gadchiroli,1.9834342e+18,1.1676344e+19,2.7842056e+19
356,Maharashtra,Jalgaon,5.799041e+18,1.2120339e+19,2.1033523e+19
357,Maharashtra,Raigarh,6.355793e+18,3.1466063e+19,1.5441179e+20
358,Maharashtra,Bhandara,4.0748157e+18,1.7823998e+19,7.125077e+19
359,Maharashtra,Bid,5.38385e+18,1.3650216e+19,7.0931575e+19
360,Maharashtra,Jalna,5.975318e+18,1.2464345e+19,2.1815656e+19
361,Maharashtra,Thane,7.6286156e+18,2.3055204e+19,7.690467e+19
362,Maharashtra,Palghar,6.4177004e+18,1.7792152e+19,3.3100118e+19
363,Pondicherry,Yanam,,,
364,Manipur,Tamenglong,5.496866e+18,9.1292214e+18,1.2517915e+19
365,Maharashtra,Mumbai,,,
366,Mizoram,Lunglei,4.776501e+18,1.090486e+19,2.1333503e+19
367,Mizoram,Kolasib,7.007102e+18,1.1683802e+19,1.8562114e+19
368,Mizoram,Lawngtlai,3.1758948e+18,1.0087556e+19,2.156198e+19
369,Mizoram,Saiha,3.619075e+18,7.8981664e+18,1.1308299e+19
370,Mizoram,Champhai,1.4763415e+18,7.518063e+18,1.2348552e+19
371,Mizoram,Serchhip,3.5837023e+18,9.26208e+18,1.4626325e+19
372,Mizoram,Aizawl,3.5448197e+18,9.548608e+18,1.7234374e+19
373,Mizoram,Mamit,1.5272287e+18,1.0888954e+19,2.2969524e+19
374,Manipur,Chandel,2.7978934e+18,7.976907e+18,1.129671e+19
375,Maharashtra,Mumbai Suburban,2.2437127e+19,7.496672e+19,1.5481374e+20
376,Maharashtra,Nagpur,5.612682e+18,2.609696e+19,2.9667737e+20
377,Goa,North Goa,3.9761447e+18,9.945564e+18,1.6099403e+19
378,Goa,South Goa,3.9682507e+18,9.0616685e+18,1.5669245e+19
379,Andaman & Nicobar Islands,North  & Middle Andaman,-4.2468296e+18,4.1362825e+18,8.8987143e+18
380,Andaman & Nicobar Islands,South Andaman,-3.3916022e+18,4.049972e+18,8.7973965e+18
381,Andaman & Nicobar Islands,Nicobars,2.8444457e+18,4.6081434e+18,7.360077e+18
382,Pondicherry,Karaikal,4.574238e+18,7.04339e+18,1.0010876e+19
383,Pondicherry,Puducherry,7.317345e+18,1.195157e+19,2.0726e+19
384,Pondicherry,Mahe,,,
385,Manipur,Ukhrul,3.7696083e+18,8.3659366e+18,1.2858876e+19
386,Manipur,Bishnupur,6.416001e+18,9.715131e+18,1.3619267e+19
387,Manipur,Churachandpur,-2.1334051e+17,8.970147e+18,1.5197292e+19
388,Manipur,Thoubal,7.1503083e+18,8.72766e+18,1.303358e+19
389,Manipur,Imphal East,5.378285e+18,1.0189357e+19,1.6701313e+19
390,Manipur,Senapati,5.08324e+18,8.707889e+18,1.3515836e+19
391,Manipur,Imphal West,8.2753715e+18,9.705483e+18,1.1731393e+19
392,Nagaland,Mon,5.3568333e+18,1.346443e+19,4.5129164e+19
393,Nagaland,Tuensang,1.7160988e+18,8.811962e+18,1.3509686e+19
394,Nagaland,Mokokchung,5.598711e+18,1.2059059e+19,1.7947873e+19
395,Nagaland,Longleng,5.8586125e+18,1.1194834e+19,1.4704798e+19
396,Nagaland,Phek,4.2355937e+18,8.269526e+18,1.2218609e+19
397,Nagaland,Kohima,4.5405965e+18,8.9084455e+18,1.2154057e+19
398,Nagaland,Wokha,5.787753e+18,1.0646955e+19,1.5013594e+19
399,Nagaland,Zunheboto,6.257783e+18,9.598389e+18,1.2874492e+19
400,Nagaland,Kiphire,4.1450393e+18,8.4834876e+18,1.2527171e+19
401,Nagaland,Dimapur,8.103994e+18,1.0862002e+19,1.2930074e+19
402,Nagaland,Peren,4.3027494e+18,9.177303e+18,1.5951474e+19
403,Arunachal Pradesh,Lohit,4.0558183e+18,8.9611116e+18,1.3657154e+19
404,Arunachal Pradesh,West Siang,-1.0418288e+18,7.313987e+18,1.7683491e+19
405,Arunachal Pradesh,Upper Subansiri,-6.258347e+17,5.8889645e+18,1.5563386e+19
406,Arunachal Pradesh,Changlang,1.3651946e+18,8.756647e+18,1.5638386e+19
407,Arunachal Pradesh,Tirap,7.7097425e+18,1.1348837e+19,1.6488215e+19
408,Arunachal Pradesh,Lower Subansiri,2.5547425e+18,9.0689374e+18,1.434681e+19
409,Arunachal Pradesh,East Kameng,-8.0595886e+17,6.886123e+18,1.2381555e+19
410,Arunachal Pradesh,Upper Siang,6.594783e+17,5.501845e+18,8.869197e+18
411,Arunachal Pradesh,Anjaw,-3.403367e+17,6.3687936e+18,1.0079006e+19
412,Arunachal Pradesh,East Siang,2.3002777e+18,7.9900163e+18,1.382792e+19
413,Arunachal Pradesh,Dibang Valley,1.2618762e+18,5.5092553e+18,1.0950798e+19
414,Arunachal Pradesh,Kurung Kumey,-3.3349648e+17,5.926271e+18,1.0852399e+19
415,Arunachal Pradesh,West Kameng,-3.297945e+18,6.782548e+18,1.4242381e+19
416,Arunachal Pradesh,Lower Dibang Valley,1.3692184e+18,7.3220707e+18,1.4433683e+19
417,Arunachal Pradesh,Tawang,-8.0516646e+17,5.5054653e+18,9.99244e+18
418,Arunachal Pradesh,Papum Pare,1.2120597e+16,7.713569e+18,1.3463298e+19
419,Assam,Goalpara,6.4699184e+18,1.2390784e+19,2.074396e+19
420,Assam,Baksa,5.925007e+18,1.1532072e+19,1.8056686e+19
421,Assam,Nagaon,4.839284e+18,1.1302345e+19,1.9381388e+19
422,Assam,Nalbari,8.1494455e+18,1.3553159e+19,2.033638e+19
423,Assam,Dhubri,8.200964e+18,1.3857751e+19,2.1279055e+19
424,Assam,Sivasagar,7.1009336e+18,1.525387e+19,2.1506236e+19
425,Assam,Karimganj,4.7446884e+18,1.1306751e+19,1.978596e+19
426,Assam,Tinsukia,7.759765e+18,1.3114937e+19,2.566901e+19
427,Assam,Hailakandi,5.833485e+18,1.070041e+19,1.717948e+19
428,Assam,Chirang,5.0542076e+18,1.276322e+19,2.501211e+19
429,Assam,Cachar,5.79159e+18,1.0468971e+19,1.6099159e+19
430,Assam,Darrang,5.3604205e+18,1.2376517e+19,1.8242285e+19
431,Assam,Kamrup,6.562381e+18,1.4063035e+19,2.8115799e+19
432,Assam,Dibrugarh,4.377211e+18,1.4690987e+19,4.082584e+19
433,Assam,Barpeta,6.0325805e+18,1.3346357e+19,2.1908194e+19
434,Assam,Dhemaji,7.691727e+18,1.1320932e+19,1.7195729e+19
435,Assam,Sonitpur,1.9169508e+18,1.0387877e+19,1.6710951e+19
436,Assam,Udalguri,5.143588e+18,1.0711187e+19,1.7922553e+19
437,Assam,Morigaon,6.653096e+18,1.1995448e+19,1.6567506e+19
438,Assam,Karbi Anglong,2.471523e+18,1.0356133e+19,2.282501e+19
439,Assam,Lakhimpur,6.477219e+18,1.1293893e+19,1.544447e+19
440,Assam,Golaghat,5.9619754e+18,1.2219307e+19,1.7949848e+19
441,Assam,Dima Hasao,1.7931516e+18,1.0418073e+19,2.3571796e+19
442,Assam,Bongaigaon,8.865316e+18,1.4513088e+19,3.086325e+19
443,Meghalaya,West Jaintia Hills,3.2243605e+18,1.169127e+19,1.8870225e+19
444,Assam,Kamrup Metropolitan,6.443515e+18,1.4283765e+19,2.5522658e+19
445,Assam,Kokrajhar,5.4615e+18,1.5732261e+19,4.779273e+19
446,Assam,Jorhat,7.4738396e+18,1.3329014e+19,2.021421e+19
447,Tripura,Khowai,4.1852745e+18,1.4732808e+19,3.5148992e+19
448,Tripura,Sipahijula,4.4538014e+18,1.951452e+19,3.2642563e+19
449,Tripura,West Tripura,3.0888877e+18,1.911948e+19,3.961614e+19
450,Tripura,Dhalai,1.7021743e+18,1.3841477e+19,3.122312e+19
451,Tripura,Unokoti,7.916033e+18,1.1714902e+19,1.716048e+19
452,Tripura,North Tripura,5.385696e+18,1.270027e+19,1.7222372e+19
453,Tripura,Gomati,2.2236747e+18,1.800282e+19,3.7542776e+19
454,Tripura,South Tripura,6.6095685e+18,1.7839024e+19,3.1509057e+19
455,Meghalaya,South Garo Hills,5.336922e+18,1.1765101e+19,1.7342961e+19
456,Meghalaya,Ribhoi,2.5256678e+18,1.168531e+19,2.1093466e+19
457,Meghalaya,East Khasi Hills,5.3222053e+18,1.196077e+19,1.8757748e+19
458,Meghalaya,West Khasi Hills,2.7324343e+18,1.0858283e+19,2.0975557e+19
459,Meghalaya,South West Khasi Hills,3.5954399e+18,1.1406096e+19,1.9984926e+19
460,Meghalaya,West Garo Hills,3.9320312e+18,1.2488378e+19,2.1399764e+19
461,Meghalaya,East Garo Hills,4.201119e+18,1.0825081e+19,1.935688e+19
462,Meghalaya,North Garo Hills,5.7915736e+18,1.1499689e+19,1.6952283e+19
463,Orissa,Subarnapur,8.242448e+18,2.445939e+19,9.347847e+19
464,Orissa,Puri,7.150811e+18,1.1555157e+19,1.9970687e+19
465,Orissa,Anugul,6.614743e+18,2.7317602e+19,2.9688183e+20
466,Orissa,Debagarh,5.553148e+18,1.5529839e+19,3.2618081e+19
467,Orissa,Koraput,1.8030634e+18,8.1304586e+18,1.7086899e+19
468,Meghalaya,South West Garo Hills,6.3989735e+18,1.4498581e+19,2.2407282e+19
469,Meghalaya,East Jaintia Hills,3.5986284e+18,1.2075438e+19,2.700378e+19
470,Orissa,Nabarangapur,3.0850416e+18,1.0724846e+19,4.4435315e+19
471,Orissa,Bargarh,6.0206975e+18,2.8482613e+19,1.21866905e+20
472,Orissa,Jagatsinghapur,7.166865e+18,1.6359741e+19,3.0610432e+19
473,Orissa,Kandhamal,1.8384063e+18,8.5948263e+18,1.625423e+19
474,Orissa,Khordha,7.0750517e+18,1.3568375e+19,3.1617132e+19
475,Orissa,Mayurbhanj,7.9595104e+18,1.8508374e+19,4.182056e+19
476,Orissa,Malkangiri,3.2466124e+18,8.7204565e+18,1.5996548e+19
477,Orissa,Baleshwar,9.872332e+18,1.9935718e+19,4.5512542e+19
478,Orissa,Sambalpur,4.4407045e+18,3.073797e+19,2.5591079e+20
479,Orissa,Gajapati,4.061586e+18,8.7534116e+18,1.4492675e+19
480,Orissa,Dhenkanal,1.0709172e+19,5.143545e+19,3.5990034e+20
481,Orissa,Nayagarh,5.4510713e+18,1.1112319e+19,1.8076329e+19
482,Orissa,Cuttack,6.986107e+18,2.191056e+19,8.207371e+19
483,Orissa,Jajapur,1.2396287e+19,2.168538e+19,6.5613642e+19
484,Orissa,Kalahandi,4.2252945e+18,1.2343163e+19,4.3432526e+19
485,Orissa,Baudh,5.783565e+18,1.2736859e+19,2.679855e+19
486,Orissa,Kendrapara,1.4794641e+18,1.6769605e+19,3.0879494e+19
487,Orissa,Kendujhar,6.275756e+18,1.6132253e+19,5.4259637e+19
488,Orissa,Ganjam,2.0772012e+18,1.1013274e+19,1.7210206e+19
489,Orissa,Sundargarh,7.0343824e+18,2.3963726e+19,8.8307e+19
490,Orissa,Bhadrak,1.2611801e+19,1.94833e+19,4.699225e+19
491,Orissa,Nuapada,3.711664e+18,1.565457e+19,3.776488e+19
492,Orissa,Rayagada,4.1317398e+18,9.706859e+18,2.5797146e+19
493,Orissa,Balangir,4.43151e+18,1.9498047e+19,8.798763e+19
494,Orissa,Jharsuguda,9.813644e+18,4.019855e+19,1.3205313e+20
495,Chhatisgarh,Bemetra,9.181585e+18,1.7581655e+19,7.32988e+19
496,Chhatisgarh,Bastar,1.8450902e+18,7.427379e+18,1.2200807e+19
497,Chhatisgarh,Mungeli,1.4240648e+16,1.3399495e+19,8.7299965e+19
498,Chhatisgarh,Bilaspur,9.7060695e+17,2.625678e+19,1.5497513e+20
499,Chhatisgarh,Gariaband,5.5452396e+18,1.964531e+19,6.8569596e+19
500,Chhatisgarh,Kabeerdham,1.532734e+18,1.0751438e+19,2.6655522e+19
501,Chhatisgarh,Sukma,2.867319e+18,8.9497085e+18,1.6962628e+19
502,Chhatisgarh,Uttar Bastar Kanker,3.3419989e+18,1.3716514e+19,4.654105e+19
503,Chhatisgarh,Baloda Bazar,9.627042e+18,5.093709e+19,2.171625e+20
504,Chhatisgarh,Balod,5.078884e+18,2.1752498e+19,8.880805e+19
505,Chhatisgarh,Dakshin Bastar Dantewada,3.2880392e+18,7.936996e+18,1.3662779e+19
506,Chhatisgarh,Surguja,7.6307586e+18,3.1797938e+19,9.7244e+19
507,Chhatisgarh,Balrampur,3.0559972e+18,3.8741517e+19,3.288154e+20
508,Chhatisgarh,Kondagaon,2.2987989e+18,1.0127472e+19,3.71571e+19
509,Chhatisgarh,Narayanpur,3.5296085e+18,7.23394e+18,1.309765e+19
510,Chhatisgarh,Durg,7.881582e+18,3.858037e+19,1.4717764e+20
511,Chhatisgarh,Surajpur,1.0842993e+19,5.3586775e+19,2.2603083e+20
512,Chhatisgarh,Bijapur,2.119376e+18,1.219621e+19,2.2755937e+19
513,Chhatisgarh,Raipur,1.0016288e+19,5.583619e+19,1.8619464e+20
514,Chhatisgarh,Koriya,3.7895034e+18,1.2621527e+19,4.641798e+19
515,Chhatisgarh,Dhamtari,4.795515e+18,1.8693991e+19,4.420748e+19
516,Chhatisgarh,Korba,6.0320203e+18,2.7901348e+19,2.1413202e+20
517,Chhatisgarh,Raigarh,6.355793e+18,3.1466063e+19,1.5441179e+20
518,Chhatisgarh,Jashpur,4.726616e+18,2.2140716e+19,8.63103e+19
519,Chhatisgarh,Mahasamund,4.788516e+18,2.3895418e+19,6.5265348e+19
520,Chhatisgarh,Rajnandgaon,3.7598927e+18,1.2067341e+19,7.032521e+19
521,Rajasthan,Jhunjhunun,3.10106e+18,8.157213e+18,1.3571063e+19
522,Rajasthan,Jaisalmer,1.306181e+18,6.7535825e+18,1.6735924e+19
523,Rajasthan,Sikar,2.1924853e+18,8.119559e+18,1.8224085e+19
524,Rajasthan,Hanumangarh,5.4354715e+18,1.3383777e+19,3.4094994e+19
525,Rajasthan,Nagaur,1.2864165e+18,8.7213917e+18,2.7533763e+19
526,Rajasthan,Barmer,1.3381483e+18,1.0086042e+19,5.4463943e+19
527,Rajasthan,Ganganagar,5.45327e+18,1.1892672e+19,4.78852e+19
528,Rajasthan,Jodhpur,3.0435886e+18,1.0908929e+19,5.619699e+19
529,Rajasthan,Churu,2.4773718e+18,8.669698e+18,2.1425257e+19
530,Rajasthan,Bikaner,3.3758591e+18,9.614318e+18,2.8468896e+19
531,Rajasthan,Pratapgarh,6.665309e+18,1.854059e+19,7.641498e+19
532,Chhatisgarh,Janjgir-Champa,1.8249569e+19,6.4678618e+19,2.3150814e+20
533,Rajasthan,Bhilwara,5.815612e+18,2.04296e+19,1.5499972e+20
534,Rajasthan,Tonk,3.5375657e+18,1.2387776e+19,3.233343e+19
535,Rajasthan,Bundi,7.3876604e+18,1.939958e+19,7.449165e+19
536,Rajasthan,Jaipur,4.955542e+18,1.6995191e+19,6.543046e+19
537,Rajasthan,Kota,7.76226e+18,2.0847064e+19,9.110817e+19
538,Rajasthan,Pali,4.9987015e+18,1.7267092e+19,1.4276036e+20
539,Rajasthan,Rajsamand,5.99619e+18,1.7397112e+19,6.374051e+19
540,Rajasthan,Ajmer,5.879199e+18,2.2400005e+19,1.9174399e+20
541,Rajasthan,Bharatpur,4.474396e+18,1.5426799e+19,6.033166e+19
542,Rajasthan,Dungarpur,7.5899793e+18,1.3397711e+19,2.0360473e+19
543,Rajasthan,Chittaurgarh,8.110793e+18,3.3167188e+19,1.5009692e+20
544,Rajasthan,Udaipur,5.573608e+18,2.0031013e+19,8.094971e+19
545,Rajasthan,Jalor,3.0095425e+18,1.1843417e+19,2.0182646e+19
546,Rajasthan,Dausa,6.854505e+18,1.2228366e+19,1.9936578e+19
547,Rajasthan,Sirohi,5.5965846e+18,2.1354851e+19,9.9018235e+19
548,Tamil Nadu,Ariyalur,6.381634e+18,1.30038e+19,3.5954817e+19
549,Tamil Nadu,Sivaganga,3.3702758e+18,9.367079e+18,1.5418191e+19
550,Tamil Nadu,Thanjavur,4.207875e+18,1.0312459e+19,1.6105788e+19
551,Tamil Nadu,Tiruvannamalai,4.579089e+18,1.2376206e+19,4.6815032e+19
552,Tamil Nadu,Ramanathapuram,3.5629897e+18,8.115091e+18,1.2212017e+19
553,Tamil Nadu,Tirunelveli,1.8142964e+16,1.023649e+19,1.6202371e+19
554,Tamil Nadu,Virudhunagar,5.8175457e+18,1.0857048e+19,1.7060677e+19
555,Tamil Nadu,Thiruvarur,4.4002073e+18,9.469288e+18,1.4340335e+19
556,Tamil Nadu,Thiruvallur,7.509387e+18,2.4169517e+19,7.606553e+19
557,Tamil Nadu,Tiruchirappalli,5.3980413e+18,1.2111025e+19,2.326097e+19
558,Tamil Nadu,Tiruppur,2.711119e+18,1.3910493e+19,2.5288776e+19
559,Tamil Nadu,Madurai,3.8236825e+18,1.1395485e+19,2.0177305e+19
560,Tamil Nadu,Karur,7.286103e+18,1.202046e+19,1.9966711e+19
561,Tamil Nadu,Dharmapuri,4.87119e+18,1.8577234e+19,8.264809e+19
562,Tamil Nadu,Namakkal,4.5475383e+18,1.2425773e+19,2.0517646e+19
563,Uttar Pradesh,Moradabad,7.412559e+18,1.8211972e+19,3.4830244e+19
564,Uttar Pradesh,Sambhal,7.571056e+18,1.8788624e+19,3.4406344e+19
565,Uttar Pradesh,Budaun,8.558063e+18,1.5831942e+19,2.8129576e+19
566,Uttar Pradesh,Kanshiram Nagar,9.429429e+18,2.0528491e+19,4.324403e+19
567,Uttar Pradesh,Bahraich,7.037427e+18,1.3860502e+19,2.9980056e+19
568,Uttar Pradesh,Hapur,8.697007e+18,2.652494e+19,9.607396e+19
569,Uttar Pradesh,Sitapur,1.0124629e+19,2.1109794e+19,4.8238715e+19
570,Uttar Pradesh,Samli,7.2865114e+18,1.7731644e+19,5.7824007e+19
571,Uttar Pradesh,Shrawasti,7.013636e+18,1.2378296e+19,1.9834326e+19
572,Tamil Nadu,Theni,3.9942278e+18,1.0906596e+19,1.9034787e+19
573,Tamil Nadu,Salem,6.384769e+18,1.7489175e+19,7.628648e+19
574,Tamil Nadu,Perambalur,8.068827e+18,2.301154e+19,5.851225e+19
575,Tamil Nadu,Dindigul,4.4261313e+18,1.0782902e+19,1.7577942e+19
576,Uttar Pradesh,Meerut,3.9832459e+18,2.1043087e+19,4.3873795e+19
577,Uttar Pradesh,Aligarh,7.200478e+18,3.3321006e+19,1.2109301e+20
578,Uttar Pradesh,Bulandshahr,8.2463674e+18,4.027928e+19,1.6643429e+20
579,Uttar Pradesh,Bijnor,3.6743546e+18,1.6599193e+19,3.868539e+19
580,Uttar Pradesh,Baghpat,6.685244e+18,2.7620669e+19,5.4845285e+19
581,Uttar Pradesh,Kheri,6.4060505e+18,1.6250891e+19,4.5354186e+19
582,Uttar Pradesh,Rampur,7.485096e+18,1.6419128e+19,2.998691e+19
583,Uttar Pradesh,Bareilly,7.230453e+18,1.7782807e+19,2.8735204e+19
584,Uttar Pradesh,Mathura,8.742862e+18,2.0425197e+19,4.5130836e+19
585,Uttar Pradesh,Etah,8.3634583e+18,2.125502e+19,3.874296e+19
586,Uttar Pradesh,Hardoi,1.1148442e+19,1.9749357e+19,5.01518e+19
587,Uttar Pradesh,Balrampur,3.0559972e+18,3.8741517e+19,3.288154e+20
588,Uttar Pradesh,Mahamaya Nagar,8.6627107e+18,2.069009e+19,4.3997626e+19
589,Uttar Pradesh,Shahjahanpur,8.309348e+18,1.8044372e+19,4.5713445e+19
590,Uttar Pradesh,Farrukhabad,1.2364945e+19,1.8370604e+19,2.7590641e+19
591,Uttar Pradesh,Kannauj,1.2306137e+19,2.1583163e+19,2.9754278e+19
592,Uttar Pradesh,Pilibhit,7.7029146e+18,1.8203756e+19,3.3802018e+19
593,Uttar Pradesh,Mainpuri,1.2858569e+19,2.3987245e+19,3.7685066e+19
594,Uttar Pradesh,Jyotiba Phule Nagar,7.1231773e+18,2.007846e+19,3.6809261e+19
595,Uttar Pradesh,Firozabad,9.631638e+18,2.1979778e+19,5.576328e+19
596,Uttar Pradesh,Sultanpur,1.4387388e+19,2.0713455e+19,3.7282297e+19
597,Uttar Pradesh,Chitrakoot,8.227421e+18,1.8357203e+19,7.0223785e+19
598,Uttar Pradesh,Basti,1.2444587e+19,2.309749e+19,7.3242366e+19
599,Uttar Pradesh,Gorakhpur,9.455788e+18,1.8134809e+19,3.6591602e+19
600,Uttar Pradesh,Lucknow,1.2862519e+19,2.3382038e+19,4.172574e+19
601,Uttar Pradesh,Azamgarh,1.1078546e+19,1.7273641e+19,2.4529742e+19
602,Uttar Pradesh,Faizabad,1.2281372e+19,2.2278017e+19,6.4365745e+19
603,Uttar Pradesh,Ambedkar Nagar,1.3184981e+19,2.3710797e+19,7.600464e+19
604,Uttar Pradesh,Ballia,1.1740016e+19,1.644808e+19,2.2172358e+19
605,Uttar Pradesh,Kanpur Nagar,1.2122927e+19,2.1277028e+19,4.128174e+19
606,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),1.6189912e+19,2.2710978e+19,4.217994e+19
607,Uttar Pradesh,Siddharthnagar,7.1776773e+18,1.3159816e+19,1.8803476e+19
608,Uttar Pradesh,Sant Kabir Nagar,1.0359732e+19,2.0916298e+19,5.476923e+19
609,Uttar Pradesh,Kaushambi,1.0303929e+19,2.7715198e+19,1.0253496e+20
610,Uttar Pradesh,Jalaun,1.0153784e+19,1.6765227e+19,2.3588362e+19
611,Uttar Pradesh,Varanasi,1.5894319e+19,2.1768806e+19,3.1495453e+19
612,Uttar Pradesh,Auraiya,1.2904497e+19,2.0829293e+19,3.1496274e+19
613,Uttar Pradesh,Pratapgarh,6.665309e+18,1.854059e+19,7.641498e+19
614,Uttar Pradesh,Hamirpur,3.691752e+18,1.5928452e+19,3.0746567e+19
615,Uttar Pradesh,Gonda,8.735424e+18,1.7554261e+19,3.542044e+19
616,Uttar Pradesh,Kanpur Dehat,1.4249578e+19,1.977743e+19,2.9798036e+19
617,Uttar Pradesh,Jaunpur,1.0996156e+19,1.9961513e+19,4.6045783e+19
618,Uttar Pradesh,Bara Banki,1.1549231e+19,2.1685958e+19,4.492214e+19
619,Uttar Pradesh,Mahoba,7.167729e+18,1.3409313e+19,2.604438e+19
620,Uttar Pradesh,Mahrajganj,8.275929e+18,1.3337325e+19,2.0052924e+19
621,Uttar Pradesh,Mirzapur,1.0022036e+19,1.7838694e+19,3.697531e+19
622,Uttar Pradesh,Kushinagar,8.9678e+18,1.6666593e+19,2.531158e+19
623,Uttar Pradesh,Deoria,8.64434e+18,1.6581549e+19,2.2969007e+19
624,Uttar Pradesh,Unnao,1.1561366e+19,2.2357093e+19,4.7970135e+19
625,Uttar Pradesh,Fatehpur,9.83951e+18,1.97026e+19,6.8790395e+19
626,Uttar Pradesh,Mau,1.2201969e+19,1.8039368e+19,2.527515e+19
627,Uttar Pradesh,Rae Bareli,1.2100047e+19,2.3400226e+19,6.9791245e+19
628,Uttar Pradesh,Amethi,1.1126378e+19,2.1649034e+19,4.1334297e+19
629,Uttar Pradesh,Ghaziabad,1.1569805e+19,4.280037e+19,1.5186972e+20
630,Uttar Pradesh,Muzaffarnagar,5.4393456e+18,1.6188531e+19,4.8140806e+19
631,Uttar Pradesh,Gautam Buddha Nagar,1.5181193e+19,8.376706e+19,1.6949169e+20
632,Uttar Pradesh,Saharanpur,5.6555173e+18,1.4583691e+19,3.800478e+19
633,Uttar Pradesh,Etawah,1.0972751e+19,2.2088223e+19,4.399752e+19
634,Uttar Pradesh,Agra,9.488792e+18,1.9344115e+19,3.4933848e+19
635,Tamil Nadu,Cuddalore,4.919384e+18,3.2066434e+19,2.446781e+20
636,Tamil Nadu,Pudukkottai,4.0141358e+18,9.322486e+18,1.5819085e+19
637,Tamil Nadu,Vellore,4.86092e+18,1.2004335e+19,2.0126699e+19
638,Uttar Pradesh,Chandauli,9.998737e+18,1.6705643e+19,2.9899893e+19
639,Uttar Pradesh,Jhansi,8.8461016e+18,1.8587926e+19,1.0597014e+20
640,Uttar Pradesh,Banda,7.623452e+18,1.4997221e+19,3.4215738e+19
641,Uttar Pradesh,Sonbhadra,6.1995276e+18,5.929706e+19,4.0603107e+20
642,Uttar Pradesh,Lalitpur,5.3317106e+18,1.0966175e+19,3.2839233e+19
643,Uttar Pradesh,Ghazipur,1.1247297e+19,1.6929306e+19,2.3502094e+19
644,Tamil Nadu,Krishnagiri,5.6064054e+18,1.2063406e+19,2.181019e+19
645,Tamil Nadu,Erode,4.5056411e+18,1.3800621e+19,4.4360654e+19
646,Tamil Nadu,Coimbatore,1.1512662e+18,1.5538482e+19,3.1540492e+19
647,Telangana,Warangal (R),8.142911e+18,1.3526623e+19,2.7639864e+19
648,Tamil Nadu,Chennai,2.221831e+19,2.3001741e+19,2.438089e+19
649,Tamil Nadu,Nagapattinam,3.2867822e+18,7.623042e+18,1.2211872e+19
650,Tamil Nadu,Viluppuram,3.7229357e+18,2.4698697e+19,2.3336726e+20
651,Tamil Nadu,Kancheepuram,3.1334262e+18,1.012086e+19,2.339422e+19
652,Rajasthan,Banswara,5.7320383e+18,1.2779855e+19,2.2205286e+19
653,Tamil Nadu,Kanniyakumari,6.4377516e+18,1.008116e+19,1.3870278e+19
654,Tamil Nadu,Thoothukkudi,5.1921836e+18,1.3375051e+19,4.050387e+19
655,Uttar Pradesh,Allahabad,1.0199883e+19,2.6789262e+19,7.558652e+19
656,Tamil Nadu,The Nilgiris,-8.575458e+17,8.269135e+18,1.4740187e+19
657,Rajasthan,Jhalawar,7.338284e+18,1.3367133e+19,3.5730871e+19
658,Rajasthan,Alwar,4.010772e+18,1.7073722e+19,5.256824e+19
659,Rajasthan,Baran,4.6243156e+18,1.9053589e+19,1.0029091e+20
660,Rajasthan,Karauli,5.572375e+18,1.1141483e+19,2.7135131e+19
661,Rajasthan,Dhaulpur,6.667967e+18,1.4003189e+19,2.3371866e+19
662,Rajasthan,Sawai Madhopur,6.1318494e+18,1.2139755e+19,3.136596e+19
663,Telangana,Jangaon,7.0083377e+18,1.4601952e+19,4.333667e+19
