,statename,distname,min_tropospheric_NO2_column_number_density,mean_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
333,Maharashtra,Solapur,6.294196e+18,1.4940831e+19,2.5230427e+19
334,Maharashtra,Nashik,5.355169e+18,1.507609e+19,4.437927e+19
335,Maharashtra,Osmanabad,6.0020954e+18,1.2317497e+19,1.9982423e+19
336,Maharashtra,Sindhudurg,3.4287154e+18,1.1069861e+19,2.295032e+19
337,Maharashtra,Kolhapur,3.7022813e+18,1.2711331e+19,3.254338e+19
338,Maharashtra,Chandrapur,6.020833e+18,2.7821803e+19,1.0445337e+20
339,Maharashtra,Akola,4.819055e+18,1.0981145e+19,2.3013922e+19
340,Maharashtra,Parbhani,5.859102e+18,1.3665726e+19,4.3550107e+19
341,Maharashtra,Yavatmal,6.8405396e+18,1.6461207e+19,8.5961385e+19
342,Maharashtra,Nanded,5.545707e+18,1.3822681e+19,3.281796e+19
343,Maharashtra,Dhule,6.3917173e+18,1.4063753e+19,2.4499232e+19
344,Maharashtra,Satara,3.476588e+18,1.3589731e+19,2.8084977e+19
345,Maharashtra,Sangli,6.5957377e+18,1.3700742e+19,2.5460922e+19
346,Maharashtra,Hingoli,6.8059704e+18,1.3140528e+19,2.7785488e+19
347,Maharashtra,Pune,6.527837e+18,1.923995e+19,6.664677e+19
348,Maharashtra,Gondiya,8.759108e+18,2.4562237e+19,1.172168e+20
349,Maharashtra,Amravati,4.0594838e+18,1.2194654e+19,4.1328153e+19
350,Maharashtra,Nandurbar,4.0732068e+18,1.3636844e+19,2.8982988e+19
351,Maharashtra,Ratnagiri,4.5277405e+18,1.4993333e+19,5.8771636e+19
352,Maharashtra,Wardha,7.0002827e+18,2.0210464e+19,5.9965543e+19
353,Maharashtra,Aurangabad,-1.330027e+19,1.5883251e+19,1.1666128e+20
354,Maharashtra,Buldana,4.5123105e+18,1.2480613e+19,3.6736227e+19
355,Maharashtra,Gadchiroli,3.6993825e+18,1.4819387e+19,5.8675407e+19
356,Maharashtra,Jalgaon,6.191536e+18,1.4591384e+19,2.6002746e+19
357,Maharashtra,Raigarh,4.5814508e+18,3.8719047e+19,2.0794245e+20
358,Maharashtra,Bhandara,8.5865833e+18,2.7170192e+19,7.145875e+19
359,Maharashtra,Bid,6.2203205e+18,1.2911854e+19,3.0881574e+19
360,Maharashtra,Jalna,4.68349e+18,1.1665249e+19,1.9649251e+19
361,Maharashtra,Thane,1.0591887e+19,2.8420484e+19,1.9964862e+20
362,Maharashtra,Palghar,8.786477e+18,2.0327668e+19,5.3850645e+19
363,Pondicherry,Yanam,,,
364,Manipur,Tamenglong,1.1062456e+18,6.149638e+18,2.1544295e+19
365,Maharashtra,Mumbai,,,
366,Mizoram,Lunglei,1.08657464e+18,5.244854e+18,1.0069155e+19
367,Mizoram,Kolasib,2.2708909e+18,6.5324856e+18,1.1472588e+19
368,Mizoram,Lawngtlai,5.605758e+17,5.829384e+18,1.1775395e+19
369,Mizoram,Saiha,1.4083911e+18,5.458307e+18,1.0615717e+19
370,Mizoram,Champhai,-1.5856861e+17,4.4373582e+18,1.5466847e+19
371,Mizoram,Serchhip,-4.4024175e+16,5.0240524e+18,9.527052e+18
372,Mizoram,Aizawl,-2.6963634e+18,5.1642846e+18,1.2222148e+19
373,Mizoram,Mamit,-1.0186448e+18,6.182555e+18,1.2514038e+19
374,Manipur,Chandel,7.441317e+17,4.5026442e+18,8.393913e+18
375,Maharashtra,Mumbai Suburban,2.701649e+19,6.6537575e+19,1.5072953e+20
376,Maharashtra,Nagpur,7.99558e+18,2.6819164e+19,9.614835e+19
377,Goa,North Goa,4.0624717e+18,1.1164374e+19,1.7301239e+19
378,Goa,South Goa,3.1382008e+18,9.1460324e+18,1.7184106e+19
379,Andaman & Nicobar Islands,North  & Middle Andaman,1.2344969e+17,6.2293925e+18,1.0614305e+19
380,Andaman & Nicobar Islands,South Andaman,1.9941084e+18,5.9087546e+18,1.2031048e+19
381,Andaman & Nicobar Islands,Nicobars,3.0238362e+18,5.930736e+18,8.801502e+18
382,Pondicherry,Karaikal,4.953495e+18,8.216959e+18,1.1075395e+19
383,Pondicherry,Puducherry,4.7935595e+18,8.536822e+18,1.2749196e+19
384,Pondicherry,Mahe,,,
385,Manipur,Ukhrul,-3.4534846e+17,4.2673838e+18,9.0185193e+18
386,Manipur,Bishnupur,1.6498157e+18,5.233426e+18,8.718678e+18
387,Manipur,Churachandpur,-1.8712125e+18,5.0366005e+18,1.2367711e+19
388,Manipur,Thoubal,2.2039594e+18,5.9747737e+18,9.786092e+18
389,Manipur,Imphal East,8.249898e+17,6.335085e+18,1.0517197e+19
390,Manipur,Senapati,-9.31852e+17,5.1078467e+18,1.2047335e+19
391,Manipur,Imphal West,1.497028e+18,6.013728e+18,9.670646e+18
392,Nagaland,Mon,2.4499865e+18,7.2636404e+18,1.1994069e+19
393,Nagaland,Tuensang,-7.434011e+17,5.6550786e+18,1.3412706e+19
394,Nagaland,Mokokchung,3.3463614e+18,7.5201626e+18,1.6588853e+19
395,Nagaland,Longleng,2.7543154e+18,6.80003e+18,1.0325039e+19
396,Nagaland,Phek,-2.7852234e+17,5.4325677e+18,1.5072158e+19
397,Nagaland,Kohima,1.1499007e+18,6.508786e+18,1.6219943e+19
398,Nagaland,Wokha,1.2399424e+18,6.714039e+18,1.8653083e+19
399,Nagaland,Zunheboto,1.7367842e+18,6.196566e+18,1.270562e+19
400,Nagaland,Kiphire,1.2724314e+18,5.996914e+18,1.1348764e+19
401,Nagaland,Dimapur,1.5325161e+18,8.956675e+18,1.9371378e+19
402,Nagaland,Peren,8.266539e+17,6.6973716e+18,2.544602e+19
403,Arunachal Pradesh,Lohit,-1.0888832e+18,3.8956818e+18,1.0351645e+19
404,Arunachal Pradesh,West Siang,-4.067997e+18,4.190967e+18,2.1769244e+19
405,Arunachal Pradesh,Upper Subansiri,-4.4897364e+18,2.7383824e+18,1.1902647e+19
406,Arunachal Pradesh,Changlang,-8.6586225e+17,4.4346784e+18,1.4043702e+19
407,Arunachal Pradesh,Tirap,1.5298968e+18,6.890469e+18,1.9288093e+19
408,Arunachal Pradesh,Lower Subansiri,-1.5704718e+18,4.4965042e+18,2.0226198e+19
409,Arunachal Pradesh,East Kameng,-3.938603e+18,2.5133582e+18,1.2353515e+19
410,Arunachal Pradesh,Upper Siang,-2.334312e+18,3.122211e+18,9.0759165e+18
411,Arunachal Pradesh,Anjaw,-4.0448531e+18,2.5970762e+18,1.0729706e+19
412,Arunachal Pradesh,East Siang,-4.2770734e+17,5.2918813e+18,1.4246979e+19
413,Arunachal Pradesh,Dibang Valley,-1.7213609e+18,2.6115617e+18,7.8512024e+18
414,Arunachal Pradesh,Kurung Kumey,-7.9848915e+18,2.2462006e+18,1.1218382e+19
415,Arunachal Pradesh,West Kameng,-6.129749e+18,3.1430868e+18,1.3342019e+19
416,Arunachal Pradesh,Lower Dibang Valley,-1.8987158e+18,3.3840992e+18,1.0976726e+19
417,Arunachal Pradesh,Tawang,-4.9857745e+18,1.8355927e+18,8.7407953e+18
418,Arunachal Pradesh,Papum Pare,-2.9261374e+18,3.1526426e+18,1.1033877e+19
419,Assam,Goalpara,-2.6936355e+18,7.993107e+18,1.5205749e+19
420,Assam,Baksa,-8.5168396e+18,6.5465016e+18,1.4284793e+19
421,Assam,Nagaon,-3.1611704e+18,8.124309e+18,1.7915164e+19
422,Assam,Nalbari,-4.732059e+18,8.4666007e+18,1.6899946e+19
423,Assam,Dhubri,-2.2414816e+18,8.876396e+18,1.9711123e+19
424,Assam,Sivasagar,1.7743905e+18,9.713938e+18,2.5172021e+19
425,Assam,Karimganj,2.1167513e+17,7.9172314e+18,1.4214563e+19
426,Assam,Tinsukia,4422948500000000.0,7.3571187e+18,1.8906635e+19
427,Assam,Hailakandi,1.9051159e+17,7.151243e+18,1.153039e+19
428,Assam,Chirang,-7.302922e+18,6.3616324e+18,2.1254826e+19
429,Assam,Cachar,1.4551184e+18,6.7628184e+18,1.2052082e+19
430,Assam,Darrang,1.9168377e+18,9.0352544e+18,1.9928508e+19
431,Assam,Kamrup,3.5972622e+17,1.0634448e+19,3.1029454e+19
432,Assam,Dibrugarh,1.8297631e+18,1.0245436e+19,2.778795e+19
433,Assam,Barpeta,-2.3022345e+18,8.0120786e+18,1.6907847e+19
434,Assam,Dhemaji,-2.0786692e+18,7.6158965e+18,2.180999e+19
435,Assam,Sonitpur,-3.3621922e+18,6.283904e+18,1.9900422e+19
436,Assam,Udalguri,-1.483961e+18,7.3262e+18,2.2144776e+19
437,Assam,Morigaon,-3.7369854e+17,8.4977867e+18,1.6574155e+19
438,Assam,Karbi Anglong,-2.3630825e+18,7.4009865e+18,3.1365883e+19
439,Assam,Lakhimpur,1.4008585e+18,6.1672245e+18,1.2841432e+19
440,Assam,Golaghat,-2.1644867e+17,7.780171e+18,1.9746516e+19
441,Assam,Dima Hasao,3.425507e+17,7.6162764e+18,3.9349107e+19
442,Assam,Bongaigaon,-1.3082513e+18,7.9545164e+18,1.6157043e+19
443,Meghalaya,West Jaintia Hills,-8.0837655e+17,6.1054045e+18,1.8415501e+19
444,Assam,Kamrup Metropolitan,-4.3384705e+17,1.0933855e+19,3.6070295e+19
445,Assam,Kokrajhar,-3.4546e+18,1.0152541e+19,4.337557e+19
446,Assam,Jorhat,1.5373663e+18,7.6403194e+18,1.2885631e+19
447,Tripura,Khowai,1.7871154e+17,1.1332981e+19,2.177162e+19
448,Tripura,Sipahijula,2.4743066e+18,2.9058388e+19,1.4576821e+20
449,Tripura,West Tripura,3.33927e+18,2.0255245e+19,7.582147e+19
450,Tripura,Dhalai,3.2210572e+18,9.1869375e+18,1.7316314e+19
451,Tripura,Unokoti,4.8657573e+18,9.2086276e+18,1.1994496e+19
452,Tripura,North Tripura,1.7617256e+18,7.564306e+18,1.2544748e+19
453,Tripura,Gomati,1.4508312e+18,1.4233473e+19,8.6751045e+19
454,Tripura,South Tripura,2.9761743e+18,1.7001098e+19,8.699207e+19
455,Meghalaya,South Garo Hills,2.409984e+17,7.707763e+18,1.7402528e+19
456,Meghalaya,Ribhoi,3.06681e+17,7.961563e+18,2.333554e+19
457,Meghalaya,East Khasi Hills,3.530948e+17,8.11507e+18,1.9660623e+19
458,Meghalaya,West Khasi Hills,1.2436724e+18,7.0823717e+18,1.6437638e+19
459,Meghalaya,South West Khasi Hills,2.0794044e+18,7.7122164e+18,1.4687678e+19
460,Meghalaya,West Garo Hills,-1.1873651e+18,8.4068285e+18,2.110442e+19
461,Meghalaya,East Garo Hills,1.1627586e+18,7.745686e+18,1.9331314e+19
462,Meghalaya,North Garo Hills,2.1171507e+18,8.195803e+18,1.5376746e+19
463,Orissa,Subarnapur,9.450111e+18,2.7681533e+19,5.264013e+19
464,Orissa,Puri,1.2770509e+19,2.3201593e+19,4.9023665e+19
465,Orissa,Anugul,6.767368e+18,4.990864e+19,1.8695962e+20
466,Orissa,Debagarh,6.686752e+18,3.2372613e+19,1.1399373e+20
467,Orissa,Koraput,3.2401005e+18,1.1624079e+19,3.9139373e+19
468,Meghalaya,South West Garo Hills,1.5703831e+18,9.638379e+18,1.7331181e+19
469,Meghalaya,East Jaintia Hills,-3.587733e+16,7.767672e+18,2.169133e+19
470,Orissa,Nabarangapur,4.3413694e+18,1.311427e+19,2.6097502e+19
471,Orissa,Bargarh,6.277483e+18,3.4292552e+19,1.5726885e+20
472,Orissa,Jagatsinghapur,1.1298434e+19,2.2604904e+19,4.3657125e+19
473,Orissa,Kandhamal,4.6161627e+18,1.6899494e+19,5.004429e+19
474,Orissa,Khordha,9.020473e+18,2.6199064e+19,5.608348e+19
475,Orissa,Mayurbhanj,5.178723e+18,2.043218e+19,7.752124e+19
476,Orissa,Malkangiri,2.3464362e+18,9.931769e+18,1.7224141e+19
477,Orissa,Baleshwar,7.8783147e+18,2.2013903e+19,6.1714145e+19
478,Orissa,Sambalpur,8.0690454e+18,2.9078478e+19,1.4833735e+20
479,Orissa,Gajapati,6.076602e+18,1.1332727e+19,2.13595e+19
480,Orissa,Dhenkanal,1.0053028e+19,2.8282502e+19,1.0270069e+20
481,Orissa,Nayagarh,6.533789e+18,2.4589872e+19,6.0168535e+19
482,Orissa,Cuttack,1.0217945e+19,2.7143098e+19,7.2599622e+19
483,Orissa,Jajapur,1.0455464e+19,2.612339e+19,6.571046e+19
484,Orissa,Kalahandi,3.997551e+18,1.5136033e+19,4.351817e+19
485,Orissa,Baudh,6.5422135e+18,2.1191796e+19,5.4951775e+19
486,Orissa,Kendrapara,1.1441242e+19,1.974881e+19,3.9922898e+19
487,Orissa,Kendujhar,6.3571074e+18,2.0507653e+19,5.8969443e+19
488,Orissa,Ganjam,6.1217086e+18,1.5913738e+19,3.7147533e+19
489,Orissa,Sundargarh,3.9890603e+18,2.5283134e+19,1.0051401e+20
490,Orissa,Bhadrak,1.0947539e+19,2.0634634e+19,4.1677107e+19
491,Orissa,Nuapada,4.993036e+18,1.8777229e+19,5.782968e+19
492,Orissa,Rayagada,3.654638e+18,1.2243523e+19,2.9925459e+19
493,Orissa,Balangir,5.153579e+18,2.1396243e+19,8.092029e+19
494,Orissa,Jharsuguda,1.4843639e+19,5.8349235e+19,1.8498905e+20
495,Chhatisgarh,Bemetra,1.1075408e+19,3.7439743e+19,2.0207316e+20
496,Chhatisgarh,Bastar,3.0493658e+18,1.0432955e+19,2.2082501e+19
497,Chhatisgarh,Mungeli,9.0130745e+18,3.3932308e+19,8.460059e+19
498,Chhatisgarh,Bilaspur,-3.2802244e+18,3.894514e+19,5.11793e+20
499,Chhatisgarh,Gariaband,4.0599066e+18,1.8396466e+19,8.296714e+19
500,Chhatisgarh,Kabeerdham,6.5290166e+18,2.344651e+19,6.981661e+19
501,Chhatisgarh,Sukma,3.288475e+18,1.0474562e+19,2.7829244e+19
502,Chhatisgarh,Uttar Bastar Kanker,3.443802e+18,1.2982358e+19,5.476526e+19
503,Chhatisgarh,Baloda Bazar,8.474357e+18,4.6844323e+19,1.5020305e+20
504,Chhatisgarh,Balod,6.270788e+18,2.737261e+19,1.2196695e+20
505,Chhatisgarh,Dakshin Bastar Dantewada,2.7870305e+18,1.0083491e+19,1.7963652e+19
506,Chhatisgarh,Surguja,-3.6959055e+18,1.7386738e+19,6.6207625e+19
507,Chhatisgarh,Balrampur,-8.117433e+18,2.0994708e+19,1.9322033e+20
508,Chhatisgarh,Kondagaon,3.2184594e+18,1.1831175e+19,2.0466241e+19
509,Chhatisgarh,Narayanpur,2.7488823e+17,1.0110073e+19,1.9236119e+19
510,Chhatisgarh,Durg,1.0357937e+19,5.552326e+19,2.082216e+20
511,Chhatisgarh,Surajpur,-1.873309e+18,1.7136809e+19,1.4218349e+20
512,Chhatisgarh,Bijapur,2.919628e+18,1.2268674e+19,4.6909494e+19
513,Chhatisgarh,Raipur,1.0371991e+19,4.800825e+19,2.3293817e+20
514,Chhatisgarh,Koriya,-7.908943e+17,1.3479956e+19,4.5074774e+19
515,Chhatisgarh,Dhamtari,5.234363e+18,2.1349683e+19,1.11556265e+20
516,Chhatisgarh,Korba,5.937823e+18,6.670294e+19,4.2472646e+20
517,Chhatisgarh,Raigarh,4.5814508e+18,3.8719047e+19,2.0794245e+20
518,Chhatisgarh,Jashpur,-5.053079e+18,1.8258446e+19,7.906357e+19
519,Chhatisgarh,Mahasamund,6.137203e+18,2.886189e+19,1.2057822e+20
520,Chhatisgarh,Rajnandgaon,4.502129e+18,2.4140444e+19,1.8626191e+20
521,Rajasthan,Jhunjhunun,9.521145e+18,2.1941735e+19,5.242678e+19
522,Rajasthan,Jaisalmer,7.7819024e+18,1.6322318e+19,4.332001e+19
523,Rajasthan,Sikar,7.889809e+18,1.7136714e+19,5.284403e+19
524,Rajasthan,Hanumangarh,1.0181904e+19,3.689361e+19,1.29489484e+20
525,Rajasthan,Nagaur,7.074398e+18,1.7850369e+19,9.861968e+19
526,Rajasthan,Barmer,5.876518e+18,1.4736964e+19,4.910277e+19
527,Rajasthan,Ganganagar,9.595165e+18,3.5064523e+19,1.3308707e+20
528,Rajasthan,Jodhpur,4.8467424e+18,1.8246579e+19,9.974598e+19
529,Rajasthan,Churu,8.194327e+18,2.1329369e+19,6.4391557e+19
530,Rajasthan,Bikaner,7.4383473e+18,2.0975344e+19,1.2432996e+20
531,Rajasthan,Pratapgarh,4.2016091e+18,1.8931297e+19,9.41623e+19
532,Chhatisgarh,Janjgir-Champa,1.088644e+19,6.4831454e+19,5.9680274e+20
533,Rajasthan,Bhilwara,3.7898838e+18,1.3566721e+19,4.7473644e+19
534,Rajasthan,Tonk,3.0647292e+18,1.3627128e+19,3.6518966e+19
535,Rajasthan,Bundi,4.23673e+18,1.6492032e+19,6.788459e+19
536,Rajasthan,Jaipur,6.0429154e+18,1.9056485e+19,5.4372614e+19
537,Rajasthan,Kota,5.6518773e+18,1.9433276e+19,9.117497e+19
538,Rajasthan,Pali,2.0776343e+18,1.7417689e+19,1.9414473e+20
539,Rajasthan,Rajsamand,-2.9052215e+16,1.345529e+19,4.812021e+19
540,Rajasthan,Ajmer,3.4428543e+18,1.3933217e+19,5.4912848e+19
541,Rajasthan,Bharatpur,2.4123304e+18,1.981681e+19,5.629926e+19
542,Rajasthan,Dungarpur,8.221917e+18,1.3506974e+19,2.1752626e+19
543,Rajasthan,Chittaurgarh,6.6860324e+18,2.2925697e+19,1.0538348e+20
544,Rajasthan,Udaipur,2.7143267e+18,1.491047e+19,5.591423e+19
545,Rajasthan,Jalor,6.729182e+18,1.4411706e+19,3.740101e+19
546,Rajasthan,Dausa,5.6295935e+18,1.8386786e+19,4.2723156e+19
547,Rajasthan,Sirohi,5.9398444e+18,2.170077e+19,8.217562e+19
548,Tamil Nadu,Ariyalur,5.53078e+18,1.2183537e+19,2.5076764e+19
549,Tamil Nadu,Sivaganga,6.800008e+17,6.9290547e+18,1.3699426e+19
550,Tamil Nadu,Thanjavur,-9.464143e+16,8.104649e+18,1.4417263e+19
551,Tamil Nadu,Tiruvannamalai,4.0917184e+18,9.300635e+18,3.1049214e+19
552,Tamil Nadu,Ramanathapuram,1.4548345e+18,6.643465e+18,1.1484289e+19
553,Tamil Nadu,Tirunelveli,2.7352883e+18,8.332096e+18,1.8397663e+19
554,Tamil Nadu,Virudhunagar,4.0437684e+17,7.511275e+18,1.6769338e+19
555,Tamil Nadu,Thiruvarur,3.036096e+18,7.273167e+18,1.2036367e+19
556,Tamil Nadu,Thiruvallur,6.040658e+18,1.8007055e+19,5.343108e+19
557,Tamil Nadu,Tiruchirappalli,3.9417662e+18,9.905701e+18,1.859488e+19
558,Tamil Nadu,Tiruppur,3.7543657e+18,9.329695e+18,1.6693167e+19
559,Tamil Nadu,Madurai,2.7058797e+18,8.3974964e+18,1.3780616e+19
560,Tamil Nadu,Karur,2.729173e+18,9.268947e+18,1.6979856e+19
561,Tamil Nadu,Dharmapuri,3.2063304e+18,8.0928756e+18,2.5674316e+19
562,Tamil Nadu,Namakkal,2.0677137e+18,8.618789e+18,1.354128e+19
563,Uttar Pradesh,Moradabad,2.0815994e+17,1.8932697e+19,5.5094966e+19
564,Uttar Pradesh,Sambhal,1.0260955e+19,2.7751348e+19,6.871852e+19
565,Uttar Pradesh,Budaun,1.0427446e+19,2.2974095e+19,6.5446006e+19
566,Uttar Pradesh,Kanshiram Nagar,1.0845827e+19,2.7485084e+19,5.4243584e+19
567,Uttar Pradesh,Bahraich,-5.784424e+18,1.6059248e+19,4.404158e+19
568,Uttar Pradesh,Hapur,1.855665e+19,5.2149335e+19,3.151585e+20
569,Uttar Pradesh,Sitapur,-6.406678e+18,1.5564743e+19,4.702471e+19
570,Uttar Pradesh,Samli,9.650138e+18,3.866793e+19,9.384915e+19
571,Uttar Pradesh,Shrawasti,-6.129115e+18,1.3889897e+19,4.4420578e+19
572,Tamil Nadu,Theni,2.2377838e+18,7.6345585e+18,1.5171363e+19
573,Tamil Nadu,Salem,2.8111398e+18,9.555581e+18,2.7865392e+19
574,Tamil Nadu,Perambalur,7.3211427e+18,1.2988399e+19,2.8864494e+19
575,Tamil Nadu,Dindigul,2.158839e+18,8.155149e+18,1.4722925e+19
576,Uttar Pradesh,Meerut,-4.9427057e+17,2.996373e+19,1.1972756e+20
577,Uttar Pradesh,Aligarh,9.34565e+18,3.3703033e+19,1.0638405e+20
578,Uttar Pradesh,Bulandshahr,1.1920786e+19,4.0849315e+19,1.5553957e+20
579,Uttar Pradesh,Bijnor,-4.9467045e+18,1.7919162e+19,6.561239e+19
580,Uttar Pradesh,Baghpat,7.6307586e+18,4.508736e+19,9.023821e+19
581,Uttar Pradesh,Kheri,-5.333779e+18,1.2147429e+19,5.1249987e+19
582,Uttar Pradesh,Rampur,3.007217e+17,1.5400583e+19,3.0716537e+19
583,Uttar Pradesh,Bareilly,-5.1759987e+17,1.5983807e+19,3.8414706e+19
584,Uttar Pradesh,Mathura,8.738362e+18,2.8653434e+19,7.604051e+19
585,Uttar Pradesh,Etah,5.671586e+18,2.2180604e+19,6.458929e+19
586,Uttar Pradesh,Hardoi,-1.9753283e+19,1.561415e+19,4.7357976e+19
587,Uttar Pradesh,Balrampur,-8.117433e+18,2.0994708e+19,1.9322033e+20
588,Uttar Pradesh,Mahamaya Nagar,9.34565e+18,2.6087547e+19,6.5893015e+19
589,Uttar Pradesh,Shahjahanpur,-2.7404533e+16,2.1189337e+19,1.0956158e+20
590,Uttar Pradesh,Farrukhabad,-1.4561349e+18,1.8573082e+19,5.980319e+19
591,Uttar Pradesh,Kannauj,1.2322569e+18,1.5636448e+19,3.7643337e+19
592,Uttar Pradesh,Pilibhit,-3.86425e+18,1.0230924e+19,2.67582e+19
593,Uttar Pradesh,Mainpuri,7.7382463e+18,1.6966856e+19,3.6016038e+19
594,Uttar Pradesh,Jyotiba Phule Nagar,-6.507649e+17,2.7901341e+19,7.2506863e+19
595,Uttar Pradesh,Firozabad,8.7814937e+18,2.4140684e+19,7.6615175e+19
596,Uttar Pradesh,Sultanpur,-7.837415e+18,2.6228782e+19,1.1668664e+20
597,Uttar Pradesh,Chitrakoot,7.5773883e+18,4.906299e+19,3.0972655e+20
598,Uttar Pradesh,Basti,5.394567e+18,2.363991e+19,8.423223e+19
599,Uttar Pradesh,Gorakhpur,9.305858e+18,2.4414704e+19,6.092915e+19
600,Uttar Pradesh,Lucknow,7.797667e+17,2.0255865e+19,7.2320852e+19
601,Uttar Pradesh,Azamgarh,-3.4728336e+18,2.1738387e+19,5.6537376e+19
602,Uttar Pradesh,Faizabad,9.187927e+18,3.6835108e+19,2.9168184e+20
603,Uttar Pradesh,Ambedkar Nagar,-7.642816e+18,3.115114e+19,1.2551765e+20
604,Uttar Pradesh,Ballia,5.435351e+18,2.2103012e+19,4.764054e+19
605,Uttar Pradesh,Kanpur Nagar,8.3889417e+18,3.3224015e+19,1.9771006e+20
606,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),1.0916414e+19,2.565946e+19,4.950369e+19
607,Uttar Pradesh,Siddharthnagar,5.321292e+18,2.0254086e+19,7.2946215e+19
608,Uttar Pradesh,Sant Kabir Nagar,7.0337947e+18,2.3379586e+19,5.0665584e+19
609,Uttar Pradesh,Kaushambi,1.1271966e+19,3.1767323e+19,1.1779185e+20
610,Uttar Pradesh,Jalaun,1.5282682e+18,1.9848912e+19,8.5077545e+19
611,Uttar Pradesh,Varanasi,1.1560409e+19,2.7321311e+19,5.7724985e+19
612,Uttar Pradesh,Auraiya,4.6625357e+18,1.5317691e+19,5.0847848e+19
613,Uttar Pradesh,Pratapgarh,4.2016091e+18,1.8931297e+19,9.41623e+19
614,Uttar Pradesh,Hamirpur,-6.631149e+18,1.7846966e+19,1.1824768e+20
615,Uttar Pradesh,Gonda,-1.89912e+18,2.0586348e+19,4.436309e+19
616,Uttar Pradesh,Kanpur Dehat,1.0409227e+19,2.684245e+19,1.3114547e+20
617,Uttar Pradesh,Jaunpur,9.363574e+17,2.384639e+19,6.1307203e+19
618,Uttar Pradesh,Bara Banki,-5.1173173e+18,1.5176737e+19,3.475354e+19
619,Uttar Pradesh,Mahoba,-2.0249725e+18,1.1001845e+19,2.2954152e+19
620,Uttar Pradesh,Mahrajganj,1.7208833e+17,1.8389696e+19,4.6091805e+19
621,Uttar Pradesh,Mirzapur,-1.1349641e+19,2.844482e+19,1.12535525e+20
622,Uttar Pradesh,Kushinagar,7.7444107e+18,2.1633133e+19,5.126199e+19
623,Uttar Pradesh,Deoria,9.538614e+18,2.2198183e+19,4.6304274e+19
624,Uttar Pradesh,Unnao,2.2624172e+18,3.1738621e+19,2.5816818e+20
625,Uttar Pradesh,Fatehpur,7.7015374e+18,2.9493553e+19,1.9639174e+20
626,Uttar Pradesh,Mau,8.4325747e+18,2.1326424e+19,4.168724e+19
627,Uttar Pradesh,Rae Bareli,7.8156195e+18,3.9291624e+19,2.2370876e+20
628,Uttar Pradesh,Amethi,5.4356815e+18,3.0139905e+19,1.2071408e+20
629,Uttar Pradesh,Ghaziabad,2.8359396e+19,1.02409885e+20,5.7082045e+20
630,Uttar Pradesh,Muzaffarnagar,-2.8048113e+18,2.9600676e+19,7.412444e+19
631,Uttar Pradesh,Gautam Buddha Nagar,2.0887137e+19,1.1093083e+20,6.2149105e+20
632,Uttar Pradesh,Saharanpur,-1.8409446e+18,2.5415238e+19,6.0355114e+19
633,Uttar Pradesh,Etawah,-1.76321e+18,1.4726373e+19,3.2482716e+19
634,Uttar Pradesh,Agra,4.3724664e+18,2.6636835e+19,1.057523e+20
635,Tamil Nadu,Cuddalore,6.1547296e+18,1.9595927e+19,2.061489e+20
636,Tamil Nadu,Pudukkottai,8.567189e+17,7.6926127e+18,1.3458144e+19
637,Tamil Nadu,Vellore,2.9974408e+18,8.916327e+18,2.1501981e+19
638,Uttar Pradesh,Chandauli,-1.2620903e+19,2.495155e+19,7.1036627e+19
639,Uttar Pradesh,Jhansi,3.5289925e+17,1.5424869e+19,5.8785855e+19
640,Uttar Pradesh,Banda,7.4893845e+18,2.4330367e+19,1.2535328e+20
641,Uttar Pradesh,Sonbhadra,-1.2092015e+19,4.8052014e+19,4.1275973e+20
642,Uttar Pradesh,Lalitpur,2.577862e+18,1.0284523e+19,2.757151e+19
643,Uttar Pradesh,Ghazipur,7.704061e+18,1.9986793e+19,4.932344e+19
644,Tamil Nadu,Krishnagiri,1.8238039e+18,7.3860276e+18,1.4823719e+19
645,Tamil Nadu,Erode,2.975049e+18,9.622929e+18,1.9689364e+19
646,Tamil Nadu,Coimbatore,2.5284817e+18,1.0630071e+19,2.150665e+19
647,Telangana,Warangal (R),8.791804e+18,1.557519e+19,4.274349e+19
648,Tamil Nadu,Chennai,1.0545285e+19,1.8300316e+19,3.250314e+19
649,Tamil Nadu,Nagapattinam,3.539174e+18,7.2027374e+18,1.1522915e+19
650,Tamil Nadu,Viluppuram,3.8897975e+18,1.2105129e+19,5.7378243e+19
651,Tamil Nadu,Kancheepuram,3.3407322e+18,9.626979e+18,2.157443e+19
652,Rajasthan,Banswara,4.2320717e+18,1.1936344e+19,2.6639155e+19
653,Tamil Nadu,Kanniyakumari,2.502378e+18,7.863365e+18,1.3200693e+19
654,Tamil Nadu,Thoothukkudi,1.1150996e+18,1.0217314e+19,4.072037e+19
655,Uttar Pradesh,Allahabad,6.7811533e+18,2.9962877e+19,1.11731395e+20
656,Tamil Nadu,The Nilgiris,2.7940476e+18,8.460157e+18,1.8718785e+19
657,Rajasthan,Jhalawar,2.2737841e+18,1.3298628e+19,6.509469e+19
658,Rajasthan,Alwar,5.35278e+18,2.1571943e+19,7.619179e+19
659,Rajasthan,Baran,5.042568e+18,1.6265393e+19,9.188791e+19
660,Rajasthan,Karauli,1.3254035e+18,1.5419636e+19,3.774984e+19
