,statename,distname,min_tropospheric_NO2_column_number_density,mean_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
334,Maharashtra,Nashik,2.7823516e+18,1.2953425e+19,6.362793e+19
335,Maharashtra,Osmanabad,5.574821e+18,1.0835566e+19,2.1164187e+19
336,Maharashtra,Sindhudurg,2.856611e+18,1.3169786e+19,2.6556247e+19
337,Maharashtra,Kolhapur,1.5382733e+18,1.4146518e+19,2.8566315e+19
338,Maharashtra,Chandrapur,3.7932343e+18,1.8903424e+19,1.2599465e+20
339,Maharashtra,Akola,5.050539e+18,1.114473e+19,3.1063392e+19
340,Maharashtra,Parbhani,5.863805e+18,1.1743251e+19,2.3250869e+19
341,Maharashtra,Yavatmal,4.4374088e+18,1.0847799e+19,5.576972e+19
342,Maharashtra,Nanded,5.1662225e+18,1.1280184e+19,2.2153978e+19
343,Maharashtra,Dhule,4.782059e+18,1.2067837e+19,3.2419397e+19
344,Maharashtra,Satara,2.7786272e+18,1.334906e+19,2.3794806e+19
345,Maharashtra,Sangli,4.429025e+18,1.4097798e+19,2.5103438e+19
346,Maharashtra,Hingoli,5.458309e+18,1.0517253e+19,1.5664266e+19
347,Maharashtra,Pune,5.0844876e+18,1.8412512e+19,9.673323e+19
348,Maharashtra,Gondiya,4.1123412e+18,1.5300937e+19,7.0642215e+19
349,Maharashtra,Amravati,1.6488087e+18,8.7090474e+18,1.8939332e+19
350,Maharashtra,Nandurbar,1.8374174e+18,1.1047884e+19,3.736251e+19
351,Maharashtra,Ratnagiri,3.4140672e+18,1.3861633e+19,4.7740557e+19
352,Maharashtra,Wardha,2.9173719e+18,1.2247932e+19,4.684374e+19
353,Maharashtra,Aurangabad,3.2076284e+18,2.0720209e+19,2.510094e+20
354,Maharashtra,Buldana,1.6755682e+18,1.0731585e+19,5.670093e+19
355,Maharashtra,Gadchiroli,2.2907191e+18,9.507575e+18,3.4080942e+19
356,Maharashtra,Jalgaon,-2.8782088e+17,1.1706147e+19,2.0467376e+19
357,Maharashtra,Raigarh,6.955096e+17,4.2582946e+19,2.3869539e+20
358,Maharashtra,Bhandara,4.7171534e+18,1.5797774e+19,6.942034e+19
359,Maharashtra,Bid,3.7415292e+18,1.1698851e+19,3.3454453e+19
360,Maharashtra,Jalna,4.4570474e+18,1.0799891e+19,2.034126e+19
361,Maharashtra,Thane,6.2401216e+18,2.3709937e+19,9.810147e+19
362,Maharashtra,Palghar,6.1307663e+18,1.831463e+19,3.8430513e+19
363,Pondicherry,Yanam,,,
364,Manipur,Tamenglong,2.1094007e+18,8.233364e+18,1.8157071e+19
365,Maharashtra,Mumbai,,,
366,Mizoram,Lunglei,-3.6402403e+18,6.193443e+18,1.2380813e+19
367,Mizoram,Kolasib,1.7710151e+16,9.236293e+18,1.8868284e+19
368,Mizoram,Lawngtlai,2.7823691e+17,6.127494e+18,1.1895589e+19
369,Mizoram,Saiha,-2.7517653e+18,5.7301466e+18,1.1622116e+19
370,Mizoram,Champhai,-1.4136913e+17,6.2649964e+18,1.2759803e+19
371,Mizoram,Serchhip,2.8250518e+17,6.3246064e+18,1.3145319e+19
372,Mizoram,Aizawl,-1.3516292e+18,7.766682e+18,1.6328567e+19
373,Mizoram,Mamit,-1.1190045e+18,8.509203e+18,1.5112938e+19
374,Manipur,Chandel,3.3767557e+16,6.245075e+18,1.4540942e+19
375,Maharashtra,Mumbai Suburban,1.9700392e+19,6.35712e+19,1.2163766e+20
376,Maharashtra,Nagpur,2.2010993e+18,1.851949e+19,8.875262e+19
377,Goa,North Goa,4.665082e+18,1.3479364e+19,2.117328e+19
378,Goa,South Goa,3.1898737e+18,1.1841914e+19,2.1505933e+19
379,Andaman & Nicobar Islands,North  & Middle Andaman,-1.5665935e+18,6.027843e+18,1.0146354e+19
380,Andaman & Nicobar Islands,South Andaman,2.7909844e+18,7.2005543e+18,1.3894902e+19
381,Andaman & Nicobar Islands,Nicobars,3.3673717e+18,5.460848e+18,8.1179577e+18
382,Pondicherry,Karaikal,5.341152e+18,8.686462e+18,1.2812971e+19
383,Pondicherry,Puducherry,3.9565093e+18,8.997361e+18,1.2821693e+19
384,Pondicherry,Mahe,,,
385,Manipur,Ukhrul,2.8787554e+17,6.5797975e+18,1.4737694e+19
386,Manipur,Bishnupur,3.472839e+18,7.9930664e+18,1.6262952e+19
387,Manipur,Churachandpur,-1.0370456e+18,7.675054e+18,1.6350367e+19
388,Manipur,Thoubal,4.158194e+18,7.7325695e+18,1.325889e+19
389,Manipur,Imphal East,2.6255235e+18,8.470551e+18,1.575866e+19
390,Manipur,Senapati,1.0607271e+18,7.944054e+18,1.6869113e+19
391,Manipur,Imphal West,4.2432435e+18,9.361108e+18,1.4506152e+19
392,Nagaland,Mon,3.4748218e+18,1.4618495e+19,5.560897e+19
393,Nagaland,Tuensang,1.1911033e+18,8.29762e+18,2.159944e+19
394,Nagaland,Mokokchung,3.706559e+18,1.1397786e+19,3.0457268e+19
395,Nagaland,Longleng,5.9821723e+18,1.199254e+19,2.386985e+19
396,Nagaland,Phek,1.6719339e+18,8.071529e+18,1.7987357e+19
397,Nagaland,Kohima,4.230011e+17,9.1348663e+18,2.1736483e+19
398,Nagaland,Wokha,4.1443246e+18,9.78567e+18,2.712143e+19
399,Nagaland,Zunheboto,1.5253552e+18,8.555222e+18,2.1471349e+19
400,Nagaland,Kiphire,2.5319205e+18,8.0381326e+18,1.6981682e+19
401,Nagaland,Dimapur,4.604031e+18,1.0643318e+19,2.140153e+19
402,Nagaland,Peren,2.7503225e+18,8.378582e+18,1.8630352e+19
403,Arunachal Pradesh,Lohit,-2.925783e+17,7.27023e+18,1.4955283e+19
404,Arunachal Pradesh,West Siang,-2.465043e+18,7.696315e+18,2.6494498e+19
405,Arunachal Pradesh,Upper Subansiri,-2.2508801e+18,6.206371e+18,2.014922e+19
406,Arunachal Pradesh,Changlang,4.0422445e+17,7.94428e+18,4.246349e+19
407,Arunachal Pradesh,Tirap,5.006628e+18,1.4602526e+19,1.0053068e+20
408,Arunachal Pradesh,Lower Subansiri,5.11051e+17,9.363394e+18,2.2335262e+19
409,Arunachal Pradesh,East Kameng,-1.2227926e+17,7.592459e+18,2.2074213e+19
410,Arunachal Pradesh,Upper Siang,-3.5102357e+18,5.220775e+18,1.3074195e+19
411,Arunachal Pradesh,Anjaw,4.7960117e+17,4.6956156e+18,1.0015783e+19
412,Arunachal Pradesh,East Siang,-1.893801e+17,8.560838e+18,1.7158807e+19
413,Arunachal Pradesh,Dibang Valley,-1.0159641e+18,4.3612038e+18,1.0834956e+19
414,Arunachal Pradesh,Kurung Kumey,-2.1510356e+18,5.8391154e+18,1.6372213e+19
415,Arunachal Pradesh,West Kameng,2.1621994e+17,8.206535e+18,1.6784302e+19
416,Arunachal Pradesh,Lower Dibang Valley,-2.6344628e+17,6.483034e+18,1.2520159e+19
417,Arunachal Pradesh,Tawang,1.0190708e+18,6.625166e+18,1.5952565e+19
418,Arunachal Pradesh,Papum Pare,9.556387e+17,8.5684897e+18,2.826552e+19
419,Assam,Goalpara,7.73766e+18,1.3588709e+19,2.5804212e+19
420,Assam,Baksa,6.7766563e+18,1.3915097e+19,3.301239e+19
421,Assam,Nagaon,6.96067e+18,1.4756717e+19,3.4529527e+19
422,Assam,Nalbari,1.0233079e+19,1.5072715e+19,2.667995e+19
423,Assam,Dhubri,8.7827e+18,1.6123563e+19,3.9805254e+19
424,Assam,Sivasagar,7.0637173e+18,1.48537e+19,3.0770336e+19
425,Assam,Karimganj,4.5764766e+18,1.1416095e+19,1.7024862e+19
426,Assam,Tinsukia,4.687117e+18,1.1309945e+19,2.3948863e+19
427,Assam,Hailakandi,2.3424845e+18,1.0506859e+19,2.0214838e+19
428,Assam,Chirang,3.8495903e+18,1.7182788e+19,5.759707e+19
429,Assam,Cachar,1.8177971e+18,1.071406e+19,1.9095748e+19
430,Assam,Darrang,1.0449866e+19,1.6181055e+19,3.0254677e+19
431,Assam,Kamrup,5.74174e+18,1.4590995e+19,2.8774718e+19
432,Assam,Dibrugarh,5.535537e+18,1.4656075e+19,3.727991e+19
433,Assam,Barpeta,9.145051e+18,1.4644081e+19,2.592408e+19
434,Assam,Dhemaji,6.115296e+18,1.2584889e+19,3.0477444e+19
435,Assam,Sonitpur,3.0316273e+18,1.3089555e+19,3.5914116e+19
436,Assam,Udalguri,6.905081e+18,1.39308e+19,2.84042e+19
437,Assam,Morigaon,9.688597e+18,1.6355863e+19,2.8941244e+19
438,Assam,Karbi Anglong,2.4475772e+18,1.1971197e+19,2.7970256e+19
439,Assam,Lakhimpur,5.2257583e+18,1.2716218e+19,2.9942178e+19
440,Assam,Golaghat,2.1561793e+18,1.2439953e+19,2.7574934e+19
441,Assam,Dima Hasao,1.2182589e+18,1.0505651e+19,2.7475437e+19
442,Assam,Bongaigaon,8.5528195e+18,1.6030085e+19,3.5259807e+19
443,Meghalaya,West Jaintia Hills,2.498167e+18,1.3320539e+19,2.2073356e+19
444,Assam,Kamrup Metropolitan,1.0105803e+19,1.8056745e+19,3.4596907e+19
445,Assam,Kokrajhar,4.812515e+18,2.0389636e+19,7.804715e+19
446,Assam,Jorhat,6.9488646e+18,1.3637915e+19,3.2916031e+19
447,Tripura,Khowai,6.118893e+18,1.453579e+19,3.44924e+19
448,Tripura,Sipahijula,9.04074e+18,1.7562142e+19,2.6166373e+19
449,Tripura,West Tripura,8.3399876e+18,1.8733868e+19,3.9074976e+19
450,Tripura,Dhalai,1.4756392e+18,1.0952044e+19,2.2507225e+19
451,Tripura,Unokoti,3.8937107e+18,1.1690245e+19,1.7415061e+19
452,Tripura,North Tripura,2.6587847e+17,1.0361989e+19,1.6792899e+19
453,Tripura,Gomati,4.000235e+18,1.302855e+19,2.368333e+19
454,Tripura,South Tripura,5.9195936e+18,1.3674889e+19,3.4091537e+19
455,Meghalaya,South Garo Hills,3.789642e+18,1.071769e+19,2.4452906e+19
456,Meghalaya,Ribhoi,1.1871831e+18,1.3087477e+19,2.802677e+19
457,Meghalaya,East Khasi Hills,2.7208265e+18,1.1915323e+19,2.3196381e+19
458,Meghalaya,West Khasi Hills,1.7802407e+18,1.0378262e+19,3.0499052e+19
459,Meghalaya,South West Khasi Hills,3.2287184e+18,1.0927624e+19,2.2943432e+19
460,Meghalaya,West Garo Hills,5.29566e+18,1.30814e+19,3.0783777e+19
461,Meghalaya,East Garo Hills,5.4601154e+18,1.1275042e+19,2.5464263e+19
462,Meghalaya,North Garo Hills,4.08512e+18,1.1436919e+19,2.4610006e+19
463,Orissa,Subarnapur,3.4734642e+18,1.314211e+19,5.5981775e+19
464,Orissa,Puri,3.2458743e+18,1.2083916e+19,2.3661805e+19
465,Orissa,Anugul,2.562813e+18,4.483986e+19,2.851396e+20
466,Orissa,Debagarh,4.645077e+18,4.6043466e+19,2.7692108e+20
467,Orissa,Koraput,9.662808e+17,9.163989e+18,3.9248374e+19
468,Meghalaya,South West Garo Hills,8.187625e+18,1.425696e+19,2.6708054e+19
469,Meghalaya,East Jaintia Hills,2.222817e+18,1.5264175e+19,7.433766e+19
470,Orissa,Nabarangapur,4.0551163e+18,9.612818e+18,2.12294e+19
471,Orissa,Bargarh,3.032065e+18,1.7653658e+19,8.4662985e+19
472,Orissa,Jagatsinghapur,5.662169e+18,1.9413323e+19,7.870385e+19
473,Orissa,Kandhamal,1.08248624e+18,7.500495e+18,2.0664369e+19
474,Orissa,Khordha,6.1237443e+18,1.674735e+19,6.313874e+19
475,Orissa,Mayurbhanj,1.6425335e+18,1.3176879e+19,5.81119e+19
476,Orissa,Malkangiri,1.5987387e+18,8.318513e+18,1.5305536e+19
477,Orissa,Baleshwar,5.767267e+18,1.7334098e+19,4.7749226e+19
478,Orissa,Sambalpur,4.266303e+18,2.9869502e+19,3.0241457e+20
479,Orissa,Gajapati,2.401223e+18,7.6804384e+18,1.5300142e+19
480,Orissa,Dhenkanal,5.221067e+18,2.139086e+19,1.8190227e+20
481,Orissa,Nayagarh,1.5489925e+18,1.2241887e+19,6.115273e+19
482,Orissa,Cuttack,5.016838e+18,1.689028e+19,4.9344565e+19
483,Orissa,Jajapur,9.526336e+18,2.2404581e+19,1.24190005e+20
484,Orissa,Kalahandi,3.211071e+18,1.0667307e+19,3.816248e+19
485,Orissa,Baudh,4.383475e+18,9.850277e+18,2.9419474e+19
486,Orissa,Kendrapara,5.285739e+18,1.8225874e+19,6.0728543e+19
487,Orissa,Kendujhar,3.4115482e+18,1.5924195e+19,1.1954992e+20
488,Orissa,Ganjam,3.2801357e+18,1.0823183e+19,2.7287156e+19
489,Orissa,Sundargarh,2.8420276e+18,4.433615e+19,4.2789312e+20
490,Orissa,Bhadrak,7.188992e+18,1.6911427e+19,4.174723e+19
491,Orissa,Nuapada,2.557241e+18,1.0034865e+19,2.9800358e+19
492,Orissa,Rayagada,2.2068745e+18,8.784672e+18,3.2872574e+19
493,Orissa,Balangir,2.7978068e+18,1.1049717e+19,4.9849443e+19
494,Orissa,Jharsuguda,1.1770865e+19,7.689712e+19,3.6208332e+20
495,Chhatisgarh,Bemetra,4.5516917e+18,3.2215163e+19,1.6576033e+20
496,Chhatisgarh,Bastar,2.3933974e+18,7.976887e+18,1.3903163e+19
497,Chhatisgarh,Mungeli,2.6245337e+18,2.6678374e+19,1.3819653e+20
498,Chhatisgarh,Bilaspur,1.4142571e+18,3.9326747e+19,2.3058733e+20
499,Chhatisgarh,Gariaband,2.3212178e+18,8.976604e+18,2.4248234e+19
500,Chhatisgarh,Kabeerdham,1.8308239e+18,1.94566e+19,1.1386658e+20
501,Chhatisgarh,Sukma,1.1605601e+18,7.678535e+18,1.4952299e+19
502,Chhatisgarh,Uttar Bastar Kanker,1.4514015e+18,7.9947915e+18,2.6300039e+19
503,Chhatisgarh,Baloda Bazar,7.619238e+18,3.8179886e+19,1.931145e+20
504,Chhatisgarh,Balod,3.310856e+18,1.40246e+19,6.5371745e+19
505,Chhatisgarh,Dakshin Bastar Dantewada,2.185701e+18,7.403666e+18,1.6207542e+19
506,Chhatisgarh,Surguja,3.691783e+18,3.3448573e+19,3.2983808e+20
507,Chhatisgarh,Balrampur,-3.7980715e+17,2.6943618e+19,3.2124577e+20
508,Chhatisgarh,Kondagaon,2.2504819e+18,7.6293836e+18,1.4084442e+19
509,Chhatisgarh,Narayanpur,5.70116e+17,6.592237e+18,1.1594417e+19
510,Chhatisgarh,Durg,8.4635485e+18,4.4159378e+19,2.6052905e+20
511,Chhatisgarh,Surajpur,1.2112656e+18,3.539269e+19,2.1321622e+20
512,Chhatisgarh,Bijapur,2.600093e+18,1.0573671e+19,3.8098645e+19
513,Chhatisgarh,Raipur,7.195156e+18,4.3044574e+19,2.2599387e+20
514,Chhatisgarh,Koriya,2.7803225e+17,3.5846467e+19,1.9459018e+20
515,Chhatisgarh,Dhamtari,2.2689195e+18,1.0772565e+19,6.005625e+19
516,Chhatisgarh,Korba,2.674723e+18,7.3659833e+19,4.1576247e+20
517,Chhatisgarh,Raigarh,6.955096e+17,4.2582946e+19,2.3869539e+20
518,Chhatisgarh,Jashpur,2.7532456e+18,3.7919926e+19,2.7211011e+20
519,Chhatisgarh,Mahasamund,5.2604836e+18,1.3407425e+19,5.147308e+19
520,Chhatisgarh,Rajnandgaon,-3.5788963e+17,1.5013697e+19,8.509541e+19
521,Rajasthan,Jhunjhunun,2.9822013e+18,1.4177435e+19,3.900533e+19
522,Rajasthan,Jaisalmer,7.585679e+17,1.103336e+19,2.179191e+19
523,Rajasthan,Sikar,2.122391e+18,1.2486885e+19,3.1312332e+19
524,Rajasthan,Hanumangarh,5.338833e+18,1.7372929e+19,4.1686686e+19
525,Rajasthan,Nagaur,-3.0353896e+18,1.1733935e+19,8.471745e+19
526,Rajasthan,Barmer,-1.4778156e+18,1.1978529e+19,4.0066644e+19
527,Rajasthan,Ganganagar,3.7807713e+18,1.7177732e+19,5.42808e+19
528,Rajasthan,Jodhpur,-4.8932044e+18,1.3119111e+19,5.588374e+19
529,Rajasthan,Churu,4.4137077e+18,1.3765391e+19,3.5851457e+19
530,Rajasthan,Bikaner,1.2011492e+18,1.3140668e+19,3.8963064e+19
531,Rajasthan,Pratapgarh,-5.1833864e+18,2.5834176e+19,1.8942999e+20
532,Chhatisgarh,Janjgir-Champa,1.2188932e+19,5.436415e+19,2.5807698e+20
533,Rajasthan,Bhilwara,-4.4510639e+18,1.4752062e+19,5.5959807e+19
534,Rajasthan,Tonk,-3.4333147e+18,1.1543137e+19,3.4063653e+19
535,Rajasthan,Bundi,-3.071057e+17,1.8703643e+19,7.507498e+19
536,Rajasthan,Jaipur,-2.2946919e+18,1.7267258e+19,8.84051e+19
537,Rajasthan,Kota,3.555994e+17,1.959323e+19,9.973502e+19
538,Rajasthan,Pali,-1.1549935e+19,1.7544422e+19,2.5639072e+20
539,Rajasthan,Rajsamand,-7.10117e+17,1.7068114e+19,6.351969e+19
540,Rajasthan,Ajmer,-1.2550437e+18,1.5085055e+19,1.2703598e+20
541,Rajasthan,Bharatpur,6.123137e+18,1.9749404e+19,6.5162148e+19
542,Rajasthan,Dungarpur,7.1030815e+17,1.1678431e+19,2.1978793e+19
543,Rajasthan,Chittaurgarh,-2.694842e+18,2.2123216e+19,1.349428e+20
544,Rajasthan,Udaipur,-7.596622e+17,1.382824e+19,6.57222e+19
545,Rajasthan,Jalor,-2.7726203e+18,1.2428509e+19,3.6422814e+19
546,Rajasthan,Dausa,-9.418026e+17,1.6772176e+19,6.383365e+19
547,Rajasthan,Sirohi,2.6536592e+18,1.7984936e+19,8.3654126e+19
548,Tamil Nadu,Ariyalur,7.3787835e+18,1.74974e+19,5.6334068e+19
549,Tamil Nadu,Sivaganga,3.1082913e+18,9.346126e+18,1.6588304e+19
550,Tamil Nadu,Thanjavur,3.9477036e+18,9.978202e+18,1.5231041e+19
551,Tamil Nadu,Tiruvannamalai,3.3837737e+18,1.1681572e+19,2.4105631e+19
552,Tamil Nadu,Ramanathapuram,2.823822e+18,8.155653e+18,1.3726808e+19
553,Tamil Nadu,Tirunelveli,3.9334998e+18,9.316518e+18,1.6934213e+19
554,Tamil Nadu,Virudhunagar,4.7399254e+18,1.012956e+19,1.6216277e+19
555,Tamil Nadu,Thiruvarur,4.3129248e+18,9.857094e+18,1.7716325e+19
556,Tamil Nadu,Thiruvallur,5.605775e+18,2.053686e+19,7.93973e+19
557,Tamil Nadu,Tiruchirappalli,3.1866247e+18,1.3114817e+19,2.8866583e+19
558,Tamil Nadu,Tiruppur,6.1136645e+18,1.4034403e+19,2.4094258e+19
559,Tamil Nadu,Madurai,2.449004e+18,1.0630907e+19,1.800495e+19
560,Tamil Nadu,Karur,6.0755665e+18,1.3461194e+19,2.4214551e+19
561,Tamil Nadu,Dharmapuri,2.369154e+18,1.0989195e+19,1.9264037e+19
562,Tamil Nadu,Namakkal,4.2922114e+18,1.257564e+19,2.1226817e+19
563,Uttar Pradesh,Moradabad,3.9848588e+18,2.0868377e+19,7.2272993e+19
564,Uttar Pradesh,Sambhal,1.3994144e+18,2.094278e+19,5.2494375e+19
565,Uttar Pradesh,Budaun,4.832338e+18,2.0531746e+19,6.4802898e+19
566,Uttar Pradesh,Kanshiram Nagar,7.512095e+18,2.6358957e+19,7.497846e+19
567,Uttar Pradesh,Bahraich,8.695549e+17,1.953325e+19,7.2229386e+19
568,Uttar Pradesh,Hapur,1.4819268e+19,3.929416e+19,1.5975234e+20
569,Uttar Pradesh,Sitapur,6.4318104e+18,2.2636565e+19,6.123556e+19
570,Uttar Pradesh,Samli,1.1808996e+19,2.9698594e+19,9.882146e+19
571,Uttar Pradesh,Shrawasti,2.8309338e+18,1.9918614e+19,7.039988e+19
572,Tamil Nadu,Theni,3.4570752e+17,1.0183629e+19,1.767253e+19
573,Tamil Nadu,Salem,3.4642145e+18,1.4800935e+19,6.5544153e+19
574,Tamil Nadu,Perambalur,6.9707333e+18,1.6121953e+19,4.058156e+19
575,Tamil Nadu,Dindigul,5.478277e+17,1.1154106e+19,2.1122995e+19
576,Uttar Pradesh,Meerut,1.6527619e+19,4.4389457e+19,1.7921067e+20
577,Uttar Pradesh,Aligarh,8.48179e+18,2.8837617e+19,7.619573e+19
578,Uttar Pradesh,Bulandshahr,5.8462644e+18,4.0698973e+19,1.9142267e+20
579,Uttar Pradesh,Bijnor,4.3886256e+18,2.306092e+19,5.1920923e+19
580,Uttar Pradesh,Baghpat,1.5143427e+19,5.259458e+19,3.5708088e+20
581,Uttar Pradesh,Kheri,3.1714863e+18,1.6792341e+19,7.249414e+19
582,Uttar Pradesh,Rampur,-3.8728016e+17,1.7794674e+19,4.0839275e+19
583,Uttar Pradesh,Bareilly,1.2053182e+18,1.9552914e+19,5.029353e+19
584,Uttar Pradesh,Mathura,1.0819563e+19,2.9025095e+19,8.903916e+19
585,Uttar Pradesh,Etah,8.318613e+18,2.2980352e+19,5.218286e+19
586,Uttar Pradesh,Hardoi,5.5691814e+18,2.2863847e+19,6.717131e+19
587,Uttar Pradesh,Balrampur,-3.7980715e+17,2.6943618e+19,3.2124577e+20
588,Uttar Pradesh,Mahamaya Nagar,9.957397e+18,2.5639677e+19,6.011488e+19
589,Uttar Pradesh,Shahjahanpur,5.778848e+18,2.1924086e+19,8.1611145e+19
590,Uttar Pradesh,Farrukhabad,6.115364e+18,1.8086477e+19,4.480746e+19
591,Uttar Pradesh,Kannauj,5.1067015e+18,2.1069607e+19,5.7869703e+19
592,Uttar Pradesh,Pilibhit,3.5365124e+18,1.5981936e+19,4.9805058e+19
593,Uttar Pradesh,Mainpuri,4.5255654e+18,2.2237838e+19,6.108518e+19
594,Uttar Pradesh,Jyotiba Phule Nagar,4.8293146e+18,2.460483e+19,1.070821e+20
595,Uttar Pradesh,Firozabad,9.395309e+18,2.884829e+19,9.852118e+19
596,Uttar Pradesh,Sultanpur,6.046521e+18,3.1622687e+19,1.2847886e+20
597,Uttar Pradesh,Chitrakoot,-5.567787e+18,5.6138997e+19,3.593272e+20
598,Uttar Pradesh,Basti,3.0133078e+18,2.3823261e+19,9.1072275e+19
599,Uttar Pradesh,Gorakhpur,3.4365722e+18,2.3953573e+19,1.06904135e+20
600,Uttar Pradesh,Lucknow,6.5340535e+18,2.7347873e+19,1.1417454e+20
601,Uttar Pradesh,Azamgarh,3.755536e+18,3.298763e+19,1.4672956e+20
602,Uttar Pradesh,Faizabad,4.83642e+18,2.4727605e+19,7.495807e+19
603,Uttar Pradesh,Ambedkar Nagar,6.079281e+18,3.214619e+19,9.54679e+19
604,Uttar Pradesh,Ballia,5.196956e+18,3.4536973e+19,1.7222117e+20
605,Uttar Pradesh,Kanpur Nagar,-5.210148e+17,2.2447282e+19,7.779156e+19
606,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),8.6249623e+18,4.0047925e+19,9.5789145e+19
607,Uttar Pradesh,Siddharthnagar,1.4498163e+18,1.8231584e+19,7.3051337e+19
608,Uttar Pradesh,Sant Kabir Nagar,4.034588e+18,2.403858e+19,6.1230993e+19
609,Uttar Pradesh,Kaushambi,6.312846e+18,4.940706e+19,2.6789743e+20
610,Uttar Pradesh,Jalaun,-2.131273e+18,1.53667e+19,6.4140574e+19
611,Uttar Pradesh,Varanasi,8.539482e+18,4.4702875e+19,2.1142894e+20
612,Uttar Pradesh,Auraiya,7.636765e+18,2.0603157e+19,5.552782e+19
613,Uttar Pradesh,Pratapgarh,-5.1833864e+18,2.5834176e+19,1.8942999e+20
614,Uttar Pradesh,Hamirpur,-7.738268e+17,1.6288623e+19,8.559727e+19
615,Uttar Pradesh,Gonda,-1.1496972e+16,2.054117e+19,7.3193416e+19
616,Uttar Pradesh,Kanpur Dehat,2.4940164e+17,1.8223178e+19,5.6607925e+19
617,Uttar Pradesh,Jaunpur,7.407886e+18,3.297168e+19,1.3388193e+20
618,Uttar Pradesh,Bara Banki,4.7221726e+18,2.1813787e+19,8.394675e+19
619,Uttar Pradesh,Mahoba,3.9513138e+18,2.1910817e+19,8.081354e+19
620,Uttar Pradesh,Mahrajganj,1.5804765e+18,1.9745584e+19,6.3321693e+19
621,Uttar Pradesh,Mirzapur,6.9908687e+18,4.4157645e+19,1.65478e+20
622,Uttar Pradesh,Kushinagar,4.2925632e+18,2.4720148e+19,9.481859e+19
623,Uttar Pradesh,Deoria,6.6792484e+18,2.3790958e+19,1.0041268e+20
624,Uttar Pradesh,Unnao,-1.7466722e+18,2.1416237e+19,7.07272e+19
625,Uttar Pradesh,Fatehpur,-1.7393836e+18,2.2969097e+19,1.0094171e+20
626,Uttar Pradesh,Mau,5.918839e+18,3.2413145e+19,1.00597345e+20
627,Uttar Pradesh,Rae Bareli,-5.4384178e+17,2.3910477e+19,1.1313138e+20
628,Uttar Pradesh,Amethi,5.7710457e+18,2.5734773e+19,6.3384853e+19
629,Uttar Pradesh,Ghaziabad,1.5536381e+19,7.753117e+19,2.963154e+20
630,Uttar Pradesh,Muzaffarnagar,9.0329954e+18,3.1261286e+19,1.464513e+20
631,Uttar Pradesh,Gautam Buddha Nagar,1.861225e+19,9.427153e+19,3.1918858e+20
632,Uttar Pradesh,Saharanpur,8.358281e+18,2.5905853e+19,6.142109e+19
633,Uttar Pradesh,Etawah,3.7062754e+17,2.479916e+19,6.4392613e+19
634,Uttar Pradesh,Agra,7.0492654e+18,2.9311227e+19,9.862227e+19
635,Tamil Nadu,Cuddalore,2.5372493e+18,2.0642647e+19,1.01001305e+20
636,Tamil Nadu,Pudukkottai,3.9176715e+18,9.525965e+18,1.7415193e+19
637,Tamil Nadu,Vellore,3.515553e+18,1.19395e+19,2.171445e+19
638,Uttar Pradesh,Chandauli,2.562926e+18,3.8119233e+19,1.9840559e+20
639,Uttar Pradesh,Jhansi,-3.0104598e+18,2.0218022e+19,7.6298085e+19
640,Uttar Pradesh,Banda,-4.1607526e+16,3.2340085e+19,2.0490453e+20
641,Uttar Pradesh,Sonbhadra,8.0467214e+18,6.7262976e+19,3.4390764e+20
642,Uttar Pradesh,Lalitpur,3017511100000000.0,1.287106e+19,4.444819e+19
643,Uttar Pradesh,Ghazipur,2.4241485e+18,3.953421e+19,1.9208692e+20
644,Tamil Nadu,Krishnagiri,3.751409e+18,1.1043496e+19,2.058828e+19
645,Tamil Nadu,Erode,5.1220617e+18,1.4133615e+19,4.152266e+19
646,Tamil Nadu,Coimbatore,1.3836757e+18,1.3990779e+19,2.6004261e+19
647,Telangana,Warangal (R),4.4828524e+18,1.1637007e+19,1.75036e+19
648,Tamil Nadu,Chennai,1.1237187e+19,2.1288619e+19,3.5021473e+19
649,Tamil Nadu,Nagapattinam,3.7320957e+18,8.783402e+18,2.0659137e+19
650,Tamil Nadu,Viluppuram,2.2922212e+18,1.124974e+19,2.1284102e+19
651,Tamil Nadu,Kancheepuram,1.6716152e+18,1.3456237e+19,4.5589354e+19
652,Rajasthan,Banswara,6.956024e+17,1.0658042e+19,2.3465212e+19
653,Tamil Nadu,Kanniyakumari,2.5353892e+18,7.669148e+18,1.180403e+19
654,Tamil Nadu,Thoothukkudi,1.7654623e+18,1.0287389e+19,3.1104197e+19
655,Uttar Pradesh,Allahabad,6.5741444e+18,5.3446337e+19,2.3817044e+20
656,Tamil Nadu,The Nilgiris,2.7968687e+18,1.016954e+19,1.9351765e+19
657,Rajasthan,Jhalawar,-4.4446298e+18,1.3643333e+19,5.2382586e+19
658,Rajasthan,Alwar,4.0282208e+18,1.801102e+19,5.1003072e+19
659,Rajasthan,Baran,-3.5493013e+18,1.8550375e+19,7.411224e+19
660,Rajasthan,Karauli,-5.131902e+18,1.6052065e+19,6.895296e+19
661,Rajasthan,Dhaulpur,8.2624176e+17,1.9849156e+19,7.043071e+19
662,Rajasthan,Sawai Madhopur,-2.6195466e+18,1.2695436e+19,5.32279e+19
